hash,ward_code,local_authority_code,status,current,created,applied,offered,confirmed,rejected
9500fdab9e713fbf0714,UNKNOWN,UNKNOWN,,False,2023-01-21,,,,
975f2ce3175008fcca64,UNKNOWN,UNKNOWN,,False,2023-01-21,,,,
a0d0be65afc6c82aaae4,E05011388,E08000035,FROZEN ACCOUNTS CP3,True,2023-01-21,2023-01-22,,,
b4ad9a0c81beba55acad,UNKNOWN,UNKNOWN,,False,2023-01-21,,,,
b4caf27812e43858dc71,E05012647,E08000035,FROZEN ACCOUNTS CP3,True,2023-01-21,2023-01-31,,,2023-03-20
de42f78fcddd58fe3cf5,UNKNOWN,UNKNOWN,,False,2023-01-21,,,,
018b96bfb9e78c43b1f8,E05011403,E08000035,confirmed,True,2023-01-22,2023-01-22,2023-03-20,2023-04-25,
0aee2b3079c0baa59d7a,E05000994,E08000016,confirmed,True,2023-01-22,2023-01-22,2023-03-20,2023-04-25,
1ae9ea98ce3e3d31a177,E05012842,E08000035,confirmed,True,2023-01-22,2023-01-22,2023-03-20,2023-04-25,
3afc63aad797b60f7597,UNKNOWN,UNKNOWN,,False,2023-01-22,,,,
8217067b96334ed4ff94,E05011403,E08000035,confirmed,True,2023-01-22,2023-01-23,2023-03-20,2023-04-25,
cb7268110d185853d220,E05011388,E08000035,FROZEN ACCOUNTS CP3,True,2023-01-22,2023-01-22,,,
cd984e072f2d849fa645,E05001365,E08000032,confirmed,True,2023-01-22,2023-01-22,2023-03-20,2023-07-03,
2d4c8fe89fed3c6c5464,UNKNOWN,UNKNOWN,,False,2023-01-23,,,,
64da7a20b9f45173654c,E05011547,E08000035,confirmed,True,2023-01-23,2023-01-24,2023-03-20,2023-04-25,
711a8ebf9330245a0b91,E05011409,E08000035,FROZEN ACCOUNTS CP3,True,2023-01-23,2023-01-23,,,
721f4a6d3b4d5cab5c30,UNKNOWN,UNKNOWN,,False,2023-01-23,,,,
9f277378ad3668db0834,E05011388,E08000035,FROZEN ACCOUNTS CP3,True,2023-01-23,2023-01-23,,,2023-03-20
e3a428cef773ebc50498,E05011403,E08000035,FROZEN ACCOUNT CP5,True,2023-01-23,2023-01-23,2023-03-20,,
163bc35ef038a8df1b2e,E05011397,E08000035,FROZEN ACCOUNT CP5,True,2023-01-24,2023-01-24,2023-03-20,,
2ebbbb835ee245fcf367,E05011312,E07000165,FROZEN ACCOUNTS CP3,True,2023-01-24,2023-01-24,,,
3cd16564dc653b1d6418,E05011407,E08000035,FROZEN ACCOUNTS CP3,True,2023-01-24,2023-01-24,,,2023-04-25
9a4662e929d3ae2da6a3,E05011486,E09000008,Deactivated before training,True,2023-01-24,2023-01-24,,,
cb15b998ef3f0d6ee1bd,UNKNOWN,UNKNOWN,,False,2023-01-24,,,,
e7089374aca39b4ed6c4,UNKNOWN,UNKNOWN,,False,2023-01-24,,,,
ea2ed7914b74bc95dd67,E05001462,E08000036,FROZEN ACCOUNTS CP3,True,2023-01-24,2023-01-24,,,
422f4aa304d4a0231f45,UNKNOWN,UNKNOWN,,False,2023-01-25,,,,
435cd23a61ed0745a3a1,E05009319,E09000030,FROZEN ACCOUNT CP5,True,2023-01-25,2023-01-25,2023-01-31,,
506832994c57fadb4bc1,UNKNOWN,UNKNOWN,,False,2023-01-25,,,,
a203a79efd20e1d0e3ba,UNKNOWN,UNKNOWN,,False,2023-01-25,,,,
aa2e62653884fa6b8277,E05011403,E08000035,FROZEN ACCOUNT CP5,True,2023-01-25,2023-01-26,2023-03-20,,
adb6e05123aed25e392f,E05011397,E08000035,confirmed,True,2023-01-25,2023-01-25,2023-03-20,2023-04-25,
c069549b3a4e3a29edc4,UNKNOWN,UNKNOWN,,False,2023-01-25,,,,
f85eb6f22dd070c8e204,E05011397,E08000035,FROZEN ACCOUNT CP5,True,2023-01-25,2023-01-25,2023-03-20,,
02c3bd0eaf5d928cb1de,UNKNOWN,UNKNOWN,,False,2023-01-26,,,,
1d615df591a9cf36b676,UNKNOWN,UNKNOWN,,False,2023-01-26,,,,
8661e8c0459b62a508f8,UNKNOWN,UNKNOWN,,False,2023-01-26,,,,
0eb9d53031280214cfea,E05011399,E08000035,FROZEN ACCOUNTS CP3,True,2023-01-27,2023-01-31,,,
297cdce1308a203fcfbe,UNKNOWN,UNKNOWN,,False,2023-01-27,,,,
2c6db816092b358ca38e,E05011411,E08000035,confirmed,True,2023-01-27,2023-01-31,2023-03-20,2023-04-25,
587928b735bfe61b082d,E05011390,E08000035,FROZEN ACCOUNTS CP3,True,2023-01-27,2023-01-31,,,
a5dd6be3a3be64122a56,UNKNOWN,UNKNOWN,,False,2023-01-27,,,,
fb1ada8ac4a463007199,E05011411,E08000035,confirmed,True,2023-01-27,2023-01-31,2023-03-20,2023-04-25,
befa3c4291549ba071ac,UNKNOWN,UNKNOWN,,False,2023-01-28,,,,
189b96b8f905ba2656b1,UNKNOWN,UNKNOWN,,False,2023-01-29,,,,
514c11d2d466f53f8e9d,UNKNOWN,UNKNOWN,,False,2023-01-29,,,,
65d58e7fe558d56c0e5c,UNKNOWN,UNKNOWN,,False,2023-01-29,,,,
999d41f11c1f8a001169,UNKNOWN,UNKNOWN,,False,2023-01-29,,,,
b730ec563ca42053c3e1,UNKNOWN,UNKNOWN,,False,2023-01-29,,,,
c5979e174bb2369e1126,E05011403,E08000035,confirmed,True,2023-01-29,2023-01-31,2023-03-24,2023-04-25,
34cb48e5ebad94f595c1,UNKNOWN,UNKNOWN,,False,2023-01-30,,,,
4bcafaeba49620f8b63e,UNKNOWN,UNKNOWN,,False,2023-01-30,,,,
8141c54fa700b65301ff,UNKNOWN,UNKNOWN,Volunteer Hosts,True,2023-01-30,,,,
dcf839b6fc5ff9f42e09,E05011403,E08000035,FROZEN ACCOUNT CP5,True,2023-01-30,2023-01-31,2023-03-20,,
ddffafac616e3978f67c,E05012842,E08000035,FROZEN ACCOUNT CP5,True,2023-01-30,2023-01-31,2023-06-17,,
e0ab551543a08fa1a346,E05011368,E08000003,FROZEN ACCOUNT CP5,True,2023-01-30,2023-01-31,2023-03-20,,
e9f64ca1033ef4d0b322,UNKNOWN,UNKNOWN,,False,2023-01-30,,,,
fd51f4b2679dee59cad0,UNKNOWN,UNKNOWN,,False,2023-01-30,,,,
0083ac56bc1ab4e7d552,E05011413,E08000035,FROZEN ACCOUNT CP5,True,2023-01-31,2023-01-31,2023-03-20,,
14c4d2494405a3e7943f,E05011389,E08000035,FROZEN ACCOUNTS CP3,True,2023-01-31,2023-01-31,,,
151c529e9a4ec1ece718,UNKNOWN,UNKNOWN,,False,2023-01-31,,,,
239c75a28104b304c755,E05011407,E08000035,confirmed,True,2023-01-31,2023-01-31,2023-04-25,2023-04-25,
3a27c67ac4dc7579f100,UNKNOWN,UNKNOWN,,False,2023-01-31,,,,
7538dc39c2a315532e41,UNKNOWN,UNKNOWN,,False,2023-01-31,,,,
92e1b73b446f95e179f4,E05011402,E08000035,FROZEN ACCOUNTS CP3,True,2023-01-31,2023-02-01,,,
d5e588e865a00f915a73,E05011413,E08000035,confirmed,True,2023-01-31,2023-02-01,2023-03-20,2023-04-25,
de0c1d7fab0f7a1da381,UNKNOWN,UNKNOWN,,False,2023-01-31,,,,
eebbe7a9f3ec8ef4f234,E05011399,E08000035,confirmed,True,2023-01-31,2023-02-02,2023-03-20,2023-04-25,
fa74a477261c14c27361,E05011403,E08000035,confirmed,True,2023-01-31,2023-01-31,2023-03-20,2023-04-25,
23223ae26f9d543f9d14,E05011403,E08000035,confirmed,True,2023-02-01,2023-02-02,2023-03-20,2023-07-03,
4b1706b554671c51b40a,UNKNOWN,UNKNOWN,,False,2023-02-01,,,,
6d6eae0b0f360702f0db,UNKNOWN,UNKNOWN,Volunteer Hosts,True,2023-02-01,,,,
b1d2487bb9c2b4e0a5e6,UNKNOWN,UNKNOWN,,False,2023-02-01,,,,
c50079b06e1c82fa1624,E05011399,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-01,2023-02-01,,,
d2b7e42e1a67aeb32ade,E05011397,E08000035,confirmed,True,2023-02-01,2023-02-01,2023-03-20,2023-05-16,
f1ce1f461c3914e1fce9,E05011403,E08000035,FROZEN ACCOUNT CP5,True,2023-02-01,2023-02-01,2023-03-20,,
5007226fa2aca0a594a8,UNKNOWN,UNKNOWN,,False,2023-02-02,,,,
545922e3cdd9e3351286,UNKNOWN,UNKNOWN,,False,2023-02-02,2023-02-02,,,
63d4c773a5d7383501f3,UNKNOWN,UNKNOWN,,False,2023-02-02,,,,
6a01ab5bb334f33dad8f,E05011403,E08000035,FROZEN ACCOUNT CP5,True,2023-02-02,2023-02-02,2023-03-20,,
93faf65d984e7bc8d85b,E05011390,E08000035,confirmed,True,2023-02-02,2023-02-02,2023-03-20,2023-04-25,
afebe9223072c23c7322,E05011390,E08000035,confirmed,True,2023-02-02,2023-02-02,2023-03-20,2023-04-25,
b9683b0a126bda74712c,E05010775,E07000163,confirmed,True,2023-02-02,2023-02-04,2023-03-20,2023-04-25,
c6c7a5516a99b68d97af,UNKNOWN,UNKNOWN,,False,2023-02-02,,,,
d4544a95d44602cf517e,E05011151,E08000025,FROZEN ACCOUNT CP5,True,2023-02-02,2023-02-02,2023-03-20,,
e7aadc5dacf6f2d59b68,UNKNOWN,UNKNOWN,,False,2023-02-02,,,,
4206bc8442f508cd9c69,UNKNOWN,UNKNOWN,,False,2023-02-03,,,,
47a3ad3a3ab95b0c8475,UNKNOWN,UNKNOWN,,False,2023-02-03,,,,
4d8492ffc9a9e15d24ed,E05011390,E08000035,confirmed,True,2023-02-03,2023-02-04,2023-03-24,2023-04-25,
5f960b0e9bb728ab9518,UNKNOWN,UNKNOWN,,False,2023-02-03,,,,
7fe064e2b1cbbc17c455,UNKNOWN,UNKNOWN,,False,2023-02-03,,,,
a8413736086ef2aba3e5,UNKNOWN,UNKNOWN,,False,2023-02-03,,,,
c9f90fcefc249d311aec,UNKNOWN,UNKNOWN,,False,2023-02-03,,,,
d28ba422e376cb874d85,UNKNOWN,UNKNOWN,,False,2023-02-03,,,,
d4adc94aeb45b2dc38ff,E05011403,E08000035,confirmed,True,2023-02-03,2023-02-04,2023-03-20,2023-04-25,
dbd1266a4e4c330ae1c3,UNKNOWN,UNKNOWN,,False,2023-02-03,2023-02-04,2023-03-20,,
e800d25425f207b19ce0,E05011395,E08000035,confirmed,True,2023-02-03,2023-02-04,2023-03-20,2023-04-25,
ea52d61de37e44b921ff,UNKNOWN,UNKNOWN,,False,2023-02-03,,,,
ee0dc4a7c01f71493c49,UNKNOWN,UNKNOWN,,False,2023-02-03,,,,
054fa44a3e8f390c96d6,UNKNOWN,UNKNOWN,,False,2023-02-04,2023-02-04,2023-03-20,,
246d39230056f7b910b0,E05001342,E08000032,confirmed,True,2023-02-04,2023-02-04,2023-06-14,2023-07-08,
2c10df82d0783338996f,UNKNOWN,UNKNOWN,,False,2023-02-04,,,,
2dfd4e015fea960ba644,E05011404,E08000035,FROZEN ACCOUNT CP5,True,2023-02-04,2023-02-05,2023-03-20,,
3ea09f88ad74310ffc70,UNKNOWN,UNKNOWN,,False,2023-02-04,,,,
576d4d6c03be6bb5faa7,E05011397,E08000035,confirmed,True,2023-02-04,2023-02-05,2023-03-20,2023-04-25,
5c74f868453fe62f8de8,E05011403,E08000035,confirmed,True,2023-02-04,2023-02-04,2023-03-20,2023-04-25,
7db33c37cc2a74e4a3cf,UNKNOWN,UNKNOWN,,False,2023-02-04,,,,
acb20e026f9cc448a76c,E05011384,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-04,2023-02-04,,,
c87f003a9c43d42216cc,UNKNOWN,UNKNOWN,,False,2023-02-04,,,,
d602e35cc2cea7e79fd7,E05011397,E08000035,FROZEN ACCOUNT CP5,True,2023-02-04,2023-02-04,2023-03-20,,
e265520b2f543a69790c,UNKNOWN,UNKNOWN,,False,2023-02-04,,,,
0c70b58be499d3c5aeb4,UNKNOWN,UNKNOWN,,False,2023-02-05,,,,
66c3045fa987d9c3b156,E05011387,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-05,2023-02-06,,,
791f5e2f40c95fda213f,E05011390,E08000035,FROZEN ACCOUNT CP5,True,2023-02-05,2023-02-05,2023-06-08,,
91307d3c36c634491510,E05011402,E08000035,confirmed,True,2023-02-05,2023-02-06,2023-03-24,2023-07-03,
b503cac1f0c40fa6c743,E05011397,E08000035,FROZEN ACCOUNT CP5,True,2023-02-05,2023-02-05,2023-03-20,,
b5678401726814d4a0f9,E05001347,E08000032,FROZEN ACCOUNTS CP3,True,2023-02-05,2023-02-05,,,
b84b6d403409199eff82,E05011403,E08000035,confirmed,True,2023-02-05,2023-02-05,2023-03-20,2023-04-25,
ccb8b622d0e2826572de,UNKNOWN,UNKNOWN,,False,2023-02-05,,,,
e3aafa913fe583b4cc8d,UNKNOWN,UNKNOWN,,False,2023-02-05,,,,
f6c901b9a582bc87509f,UNKNOWN,UNKNOWN,,False,2023-02-05,,,,
1442ffd9967d16bc18fc,UNKNOWN,UNKNOWN,,False,2023-02-06,,,,
23ca8eee8d1c00cd3215,E05011549,E08000035,confirmed,True,2023-02-06,2023-02-06,2023-03-20,2023-04-25,
2dc3a42fbfab346c2996,UNKNOWN,UNKNOWN,Volunteer Hosts,True,2023-02-06,,,,
5cac6e29197e28351d60,UNKNOWN,UNKNOWN,Volunteer Hosts,True,2023-02-06,,,,
6bbb1e650f33cbae842a,UNKNOWN,UNKNOWN,,False,2023-02-06,,,,
764336806ac55acb37f1,E05011391,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-06,2023-02-06,,,
77b2ba35df3da6570895,UNKNOWN,UNKNOWN,,False,2023-02-06,,,,
77f5e7f6744fa4179acf,E05011403,E08000035,confirmed,True,2023-02-06,2023-02-06,2023-03-20,2023-04-25,
8401304ed95797af3212,E05001460,E08000036,confirmed,True,2023-02-06,2023-02-06,2023-03-20,2023-04-25,
8e1420d79b3ced081401,UNKNOWN,UNKNOWN,,False,2023-02-06,,,,
9dc800b506b254cc54be,UNKNOWN,UNKNOWN,,False,2023-02-06,,,,
b00bb7b023d3be59e2d5,E05001372,E08000033,FROZEN ACCOUNT CP5,True,2023-02-06,2023-02-06,2023-03-22,,
be7a6173b1aeceba41e0,E05013831,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-06,2023-02-06,,,
c0116db79cd5491c6f21,UNKNOWN,UNKNOWN,,False,2023-02-06,,,,
e93330abd060e25b4371,E05011411,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-06,2023-02-07,,,
f7dd2bd385fb864e3d85,E05011402,E08000035,confirmed,True,2023-02-06,2023-02-07,2023-03-20,2023-05-22,
00d0f7fbe5bcfaea59e0,UNKNOWN,UNKNOWN,,False,2023-02-07,,,,
0abbd38958fbf697aff8,E05011404,E08000035,FROZEN ACCOUNT CP5,True,2023-02-07,2023-02-07,2023-03-20,,
0e1e21d4a48fb72959b9,UNKNOWN,UNKNOWN,,False,2023-02-07,,,,
2b56538508e6af6441f7,UNKNOWN,UNKNOWN,,False,2023-02-07,,,,
537dcd9c51f9d5e1123c,E05011385,E08000035,confirmed,True,2023-02-07,2023-02-07,2023-03-20,2023-04-25,
7679ab5667a119779f94,UNKNOWN,UNKNOWN,,False,2023-02-07,,,,
998af25b874523c6b8d3,UNKNOWN,UNKNOWN,,False,2023-02-07,,,,
a3adf721c8ab9e0cf831,UNKNOWN,UNKNOWN,,False,2023-02-07,,,,
a6f6f36f057f2ef3ad47,UNKNOWN,UNKNOWN,,False,2023-02-07,,,,
bc563f3e09843c4362b9,E05011390,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-07,2023-02-07,,,
c7fd111bf1a7666aee33,UNKNOWN,UNKNOWN,,False,2023-02-07,,,,
ce418e8599ee8a0695ee,UNKNOWN,UNKNOWN,,False,2023-02-07,,,,
d49ca026b767fbf9eda0,UNKNOWN,UNKNOWN,,False,2023-02-07,,,,
df383657aef136783d12,UNKNOWN,UNKNOWN,,False,2023-02-07,,,,
eabbc81a455b551f4b8f,E05011390,E08000035,confirmed,True,2023-02-07,2023-02-07,2023-03-24,2023-04-25,
471d81f17ef0063c8f31,E05011403,E08000035,FROZEN ACCOUNT CP5,True,2023-02-08,2023-02-08,2023-03-20,,
51f5a9b7c7ffdce1a85b,UNKNOWN,UNKNOWN,,False,2023-02-08,,,,
7d8eeb0c332401059a40,UNKNOWN,UNKNOWN,,False,2023-02-08,,,,
9132a5af1000b23eee71,UNKNOWN,UNKNOWN,,False,2023-02-08,,,,
924fedc7494fe19c9444,E05001463,E08000036,FROZEN ACCOUNT CP5,True,2023-02-08,2023-02-08,2023-03-22,,
fdb1ada326e2cac92413,E05011387,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-08,2023-02-08,,,
432f75bc078db0af0b42,UNKNOWN,UNKNOWN,,False,2023-02-09,,,,
5670984f20478cc7a748,E05011396,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-09,2023-02-10,,,
5cd7bb1132406bdef065,UNKNOWN,UNKNOWN,,False,2023-02-09,,,,
656b77b5352c7ae717a9,E05011390,E08000035,FROZEN ACCOUNT CP5,True,2023-02-09,2023-02-20,2023-03-20,,
704daab7c759f72aaec8,UNKNOWN,UNKNOWN,,False,2023-02-09,,,,
7c7b6f18aa70fcf54727,E05011384,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-09,2023-02-10,,,
c3ef47ce7d3ab9610f23,UNKNOWN,UNKNOWN,,False,2023-02-09,2023-02-13,,,
d347c5ac40cd2aaf4916,E05011410,E08000035,confirmed,True,2023-02-09,2023-02-09,2023-03-22,2023-04-25,
0b5cdacb216199a827d5,E05011395,E08000035,confirmed,True,2023-02-10,2023-02-10,2023-03-22,2023-04-25,
1efe0fd22c0b8d4859c7,E05011547,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-10,2023-02-10,,,
256ac80ee9571434b8a9,E05011411,E08000035,Deactivated after training,True,2023-02-10,2023-02-10,2023-03-20,2023-04-25,
2790e00a77e5197091cf,E05011405,E08000035,confirmed,True,2023-02-10,2023-02-20,2023-03-20,2023-04-25,
2967b24a6e61428dc324,E05011395,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-10,2023-02-11,,,
35f98ca0b8c0a4215d79,E05011400,E08000035,confirmed,True,2023-02-10,2023-02-11,2023-04-25,2023-04-25,
3de573e6f66736ec7f2a,E05011388,E08000035,confirmed,True,2023-02-10,2023-02-10,2023-03-22,2023-04-25,
418fb031d67ecb329e53,E05011405,E08000035,confirmed,True,2023-02-10,2023-02-10,2023-03-22,2023-04-25,
4e5ee264e0eb8a358f9f,E05012648,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-10,2023-02-10,,,2023-03-20
52305a4bc44dd62549d9,E05012647,E08000035,confirmed,True,2023-02-10,2023-02-10,2023-03-22,2023-04-25,
621d888d06970e5bb2f8,E05001392,E08000034,offered,True,2023-02-10,2023-02-20,2023-03-20,,
6ceac85e7d141ac953c7,E05011389,E08000035,FROZEN ACCOUNT CP5,True,2023-02-10,2023-02-20,2023-03-20,,
6d03cae159aa7c5c4bf1,E05011411,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-10,2023-02-11,,,
77b74b2bc47ba6a680bf,E05011391,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-10,2023-02-10,,,
820957dc7b066ab84b71,E05013831,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-10,2023-02-10,,,
8478c3b3da708036b44f,E05013830,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-10,2023-02-10,,,
84816a05c6ea82bec4b6,E05011411,E08000035,confirmed,True,2023-02-10,2023-02-10,2023-04-25,2023-04-25,
92431a62f3e18777f450,E05012647,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-10,2023-02-10,,,2023-06-10
98f43e79ff603e3e1fbd,E05011397,E08000035,confirmed,True,2023-02-10,2023-02-10,2023-03-20,2023-04-25,
9c1ec52bb542b3f86144,E05011390,E08000035,confirmed,True,2023-02-10,2023-02-10,2023-03-20,2023-04-25,
a2f1f477597627a3efda,E05011387,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-10,2023-02-10,,,2023-03-20
a52eeee0986276ae205e,E05011402,E08000035,confirmed,True,2023-02-10,2023-02-20,2023-03-20,2023-04-25,
bcb05640de678e9dc2ae,E05011389,E08000035,FROZEN ACCOUNT CP5,True,2023-02-10,2023-02-10,2023-05-18,,
c85f382882bc569ac244,E05012647,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-10,2023-02-11,,,
eeab87ee537e8f170cab,E05011405,E08000035,confirmed,True,2023-02-10,2023-02-10,2023-06-13,2023-07-08,
f3cdde5b892d5248e632,E05011397,E08000035,confirmed,True,2023-02-10,2023-02-10,2023-03-20,2023-04-25,
fc85d6950154179ab970,E05011403,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-10,2023-02-10,,,
fcf84e56c455d799d371,E05011384,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-10,2023-02-11,,,
1c1f8a16eb098ba8ebcb,E05011403,E08000035,confirmed,True,2023-02-11,2023-02-11,2023-03-20,2023-04-25,
1e77dfdbeca9575ad299,E05001391,E08000034,FROZEN ACCOUNT CP5,True,2023-02-11,2023-02-11,2023-03-20,,
3a570ca40bf89dd038c1,E05013831,E08000035,confirmed,True,2023-02-11,2023-02-11,2023-03-20,2023-04-25,
5cc02acc5217681b5cc8,E05012841,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-11,2023-02-11,,,2023-03-20
6f8fdb067ef83a60d445,E05012648,E08000035,confirmed,True,2023-02-11,2023-02-11,2023-03-20,2023-04-25,
91b9e9b03b6eaacfc6ef,E05011407,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-11,2023-02-11,,,
c25c06baddcfdd9e52f5,E05012647,E08000035,confirmed,True,2023-02-11,2023-02-11,2023-03-20,2023-04-25,
cf204d18b7cff709cc26,E05011390,E08000035,FROZEN ACCOUNT CP5,True,2023-02-11,2023-02-11,2023-03-20,,
f27ffcd35282841b2713,E05011387,E08000035,confirmed,True,2023-02-11,2023-02-11,2023-03-20,2023-04-25,
1467b4d426e732943ace,E05011388,E08000035,confirmed,True,2023-02-12,2023-02-12,2023-03-20,2023-04-25,
503403e37aa59b226054,E05012647,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-12,2023-02-12,,,
da92d652fc243f227760,E05011397,E08000035,FROZEN ACCOUNT CP5,True,2023-02-12,2023-02-13,2023-03-20,,
27f2d6323576dcac5c3e,UNKNOWN,UNKNOWN,,False,2023-02-13,,,,
373e5bdedfbb65e96d23,E05011403,E08000035,FROZEN ACCOUNT CP5,True,2023-02-13,2023-02-13,2023-03-20,,
4652da878121d60de2b8,E05011405,E08000035,confirmed,True,2023-02-13,2023-02-13,2023-03-20,2023-04-25,
4abcf9cf03336aebd249,E05011403,E08000035,confirmed,True,2023-02-13,2023-02-13,2023-03-20,2023-04-25,
55f4420fdbe6d898f6c6,E05011390,E08000035,FROZEN ACCOUNT CP5,True,2023-02-13,2023-02-13,2023-03-20,,
5ab8d9b0a94afd956d85,E05011397,E08000035,confirmed,True,2023-02-13,2023-02-13,2023-03-20,2023-04-25,
61576b124bf952571af8,E05011403,E08000035,confirmed,True,2023-02-13,2023-02-13,2023-03-20,2023-04-25,
63ff58e2bdb3a4c2aa43,E05011387,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-13,2023-02-13,,,2023-03-23
75f7b8bb0af4f088c814,E05011403,E08000035,confirmed,True,2023-02-13,2023-02-13,2023-03-20,2023-04-25,
84240d8afcc4bffac8d4,UNKNOWN,UNKNOWN,FROZEN ACCOUNT CP5,True,2023-02-13,2023-02-20,2023-03-20,,
9852ec8aca92718d3ca1,E05011399,E08000035,confirmed,True,2023-02-13,2023-02-13,2023-03-20,2023-04-25,
b1101785d0cc1af3944e,E05011402,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-13,2023-02-13,,,2023-03-20
ca8a018b85401999a470,E05011402,E08000035,confirmed,True,2023-02-13,2023-02-13,2023-03-20,2023-04-25,
e3cc5006f5c1d84b3276,E05011407,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-13,2023-02-13,,,
f114b79a221883a4485b,UNKNOWN,UNKNOWN,,False,2023-02-13,,,,
f25c21bb68fbe7aae330,E05011387,E08000035,confirmed,True,2023-02-13,2023-02-13,2023-03-20,2023-04-25,
030f5d2463398149e26d,E05011397,E08000035,confirmed,True,2023-02-14,2023-02-20,2023-03-20,2023-04-25,
11be36c871e4f634d3c6,E05011403,E08000035,confirmed,True,2023-02-14,2023-02-20,2023-03-20,2023-04-25,
18e0b43d6f0121ccdaa7,E05011406,E08000035,confirmed,True,2023-02-14,2023-02-20,2023-03-24,2023-04-25,
1d59e341bade0291a5f3,E05011403,E08000035,confirmed,True,2023-02-14,2023-02-20,2023-03-20,2023-04-25,
262350d427b02d05f602,E05012841,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-14,2023-02-20,,,
27e0d54019261f287905,E05001354,E08000032,confirmed,True,2023-02-14,2023-02-20,2023-03-22,2023-04-25,
3b9f31bb4c8857095024,E05011413,E08000035,confirmed,True,2023-02-14,2023-02-20,2023-03-20,2023-04-25,
41702d360d8afb83817f,E05011411,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-14,2023-02-20,,,
4a9dfc9b9abae882e22c,E05012842,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-14,2023-02-20,,,
68e0a032312ccdbf5c3d,E05012842,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-14,2023-02-20,,,
7a95cea7f8f468f7ea6c,E05011411,E08000035,confirmed,True,2023-02-14,2023-02-20,2023-04-25,2023-04-25,
8227b375c2ff28f71bb7,E05011345,E07000165,FROZEN ACCOUNTS CP3,True,2023-02-14,2023-02-20,,,
8ee0a0c43ea60f375b9e,E05012842,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-14,2023-02-20,,,
9aa236915786c7e43502,E05011403,E08000035,FROZEN ACCOUNT CP5,True,2023-02-14,2023-02-20,2023-03-20,,
af614e29d4453d6b2a0f,E05011403,E08000035,FROZEN ACCOUNT CP5,True,2023-02-14,2023-02-20,2023-03-20,,
cad7c3af90bd5c2c25d4,E05011403,E08000035,FROZEN ACCOUNT CP5,True,2023-02-14,2023-02-20,2023-03-20,,
e2ee51a242522b69b889,E05011403,E08000035,FROZEN ACCOUNT CP5,True,2023-02-14,2023-02-20,2023-03-20,,
e8dc5782843f9b205291,E05011397,E08000035,confirmed,True,2023-02-14,2023-02-20,2023-04-25,2023-06-30,
017e42d066620c8ed7ac,E05011401,E08000035,confirmed,True,2023-02-15,2023-02-20,2023-03-20,2023-04-25,
645d0cd8caa83a861a3e,E05011400,E08000035,Deactivated before training,True,2023-02-15,2023-02-20,2023-06-19,,
6e5925ba120f3f2175d2,E05011390,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-15,2023-02-20,,,
7e71be82790076563b23,E05011403,E08000035,confirmed,True,2023-02-15,2023-02-20,2023-03-20,2023-06-26,
cb64c5f8f75179e8cc90,UNKNOWN,UNKNOWN,Volunteer Hosts,True,2023-02-15,,,,
deee217c2ea372303aad,E05011388,E08000035,FROZEN ACCOUNTS CP3,True,2023-02-15,2023-02-20,,,2023-04-25
edee310af0e30bebff1e,E05013830,E08000035,confirmed,True,2023-02-15,2023-02-20,2023-03-20,2023-04-25,
016b1e366bfe4f4f08c0,E05011397,E08000035,FROZEN ACCOUNT CP5,True,2023-02-16,2023-02-20,2023-03-20,,
214d8992e1a688c314de,E05011403,E08000035,FROZEN ACCOUNT CP5,True,2023-02-16,2023-02-20,2023-03-20,,
55fe53f79cbbabeb1518,E05011388,E08000035,confirmed,True,2023-02-16,2023-02-20,2023-03-20,2023-04-25,
