date,audience,net_audience_growth,audience_gained,sent_messages_total,published_posts_total,received_messages_total,impressions,video_views,engagements,engagement_rate_per_impression,reactions,comments,shares,post_link_clicks,sent_posts_linkedin,received_comments_linkedin,sent_comments_linkedin
2022-10-06,2629,14,14,0,0,0,312,48,27,8.65,6,0,1,20,0,0,0
2022-10-07,2642,9,9,0,0,0,200,22,13,6.5,3,0,0,10,0,0,0
2022-10-08,2645,0,0,0,0,0,125,9,9,7.2,1,0,0,8,0,0,0
2022-10-09,2646,4,4,0,0,0,181,12,9,4.97,0,0,0,9,0,0,0
2022-10-10,2654,17,17,2,2,0,976,13,71,7.27,22,0,0,49,2,0,0
2022-10-11,2667,8,8,1,1,0,996,230,60,6.02,32,0,4,24,1,0,0
2022-10-12,2675,10,10,0,0,0,503,228,41,8.15,14,0,2,25,0,0,0
2022-10-13,2682,2,2,1,1,0,397,59,30,7.56,13,0,3,14,1,0,0
2022-10-14,2683,5,5,1,1,0,634,149,30,4.73,13,0,2,15,1,0,0
2022-10-15,2691,5,5,0,0,0,315,75,20,6.35,6,0,1,13,0,0,0
2022-10-16,2694,6,6,0,0,0,256,34,5,1.95,1,0,2,2,0,0,0
2022-10-17,2703,6,6,1,1,0,663,212,18,2.71,7,0,4,7,1,0,0
2022-10-18,2710,14,14,0,0,0,303,82,62,20.46,10,0,3,49,0,0,0
2022-10-19,2721,13,13,0,0,0,181,39,11,6.08,7,0,1,3,0,0,0
2022-10-20,2735,30,30,1,1,0,522,25,29,5.56,12,0,4,13,1,0,0
2022-10-21,2763,1,1,0,0,0,406,15,31,7.64,8,0,5,18,0,0,0
2022-10-22,2761,3,3,0,0,0,114,4,15,13.16,2,0,1,12,0,0,0
2022-10-23,2769,6,6,0,0,0,154,7,10,6.49,2,0,0,8,0,0,0
2022-10-24,2773,5,5,1,1,0,607,8,72,11.86,16,0,2,54,1,0,0
2022-10-25,2776,5,5,1,1,1,515,8,55,10.68,19,1,3,32,1,1,0
2022-10-26,2786,10,10,0,0,0,585,10,54,9.23,23,0,1,30,0,0,0
2022-10-27,2791,9,9,0,0,0,345,3,21,6.09,4,0,1,16,0,0,0
2022-10-28,2802,9,9,2,2,0,1010,0,77,7.62,31,0,9,37,2,0,0
2022-10-29,2810,10,10,0,0,0,868,0,36,4.15,10,0,1,25,0,0,0
2022-10-30,2819,4,4,0,0,0,421,0,42,9.98,12,0,3,27,0,0,0
2022-10-31,2832,18,18,1,1,0,616,0,27,4.38,12,0,2,13,1,0,0
2022-11-01,2841,5,5,2,2,0,1081,0,39,3.61,16,0,0,23,2,0,0
2022-11-02,2845,6,6,1,1,1,756,0,33,4.37,14,1,5,13,1,1,0
2022-11-03,2851,2,2,1,1,2,492,0,45,9.15,26,2,7,10,1,2,0
2022-11-04,2858,11,11,0,0,0,468,0,38,8.12,18,0,6,14,0,0,0
2022-11-05,2864,5,5,0,0,0,198,0,14,7.07,7,0,0,7,0,0,0
2022-11-06,2870,4,4,0,0,0,154,0,5,3.25,3,0,0,2,0,0,0
2022-11-07,2875,18,18,1,1,1,829,0,68,8.2,15,1,6,46,1,1,0
2022-11-08,2895,6,6,1,1,2,921,0,79,8.58,17,2,3,57,1,2,0
2022-11-09,2898,6,6,1,1,2,797,0,60,7.53,8,2,1,49,1,2,0
2022-11-10,2907,6,6,1,1,0,620,0,39,6.29,12,0,3,24,1,0,0
2022-11-11,2911,3,3,0,0,0,450,0,40,8.89,8,0,1,31,0,0,0
2022-11-12,2914,3,3,0,0,0,167,0,16,9.58,4,0,0,12,0,0,0
2022-11-13,2915,0,0,0,0,0,275,0,15,5.45,7,0,0,8,0,0,0
2022-11-14,2916,5,5,0,0,0,199,0,10,5.03,1,0,2,7,0,0,0
2022-11-15,2922,8,8,1,1,0,527,0,61,11.57,16,0,6,39,1,0,0
2022-11-16,2929,6,6,0,0,0,342,0,24,7.02,8,0,4,12,0,0,0
2022-11-17,2934,4,4,0,0,0,208,0,15,7.21,2,0,1,12,0,0,0
2022-11-18,2938,5,5,0,0,1,257,0,26,10.12,7,1,4,14,0,1,0
2022-11-19,2943,3,3,0,0,0,160,0,9,5.63,2,0,1,6,0,0,0
2022-11-20,2947,3,3,0,0,0,202,0,17,8.42,1,0,0,16,0,0,0
2022-11-21,2951,6,6,1,1,0,153,0,12,7.84,4,0,0,8,1,0,0
2022-11-22,2954,3,3,2,2,1,997,0,80,8.02,29,1,2,48,2,1,0
2022-11-23,2957,0,0,1,1,0,1069,201,66,6.17,20,0,2,44,1,0,0
2022-11-24,2958,1,1,0,0,0,358,55,16,4.47,5,0,2,9,0,0,0
2022-11-25,2959,14,14,5,5,0,1720,374,107,6.22,52,0,10,45,5,0,0
2022-11-26,2978,9,9,1,1,1,1084,408,90,8.3,29,1,2,58,1,1,0
2022-11-27,2984,6,6,0,0,0,511,140,29,5.68,8,0,0,21,0,0,0
2022-11-28,2991,5,5,2,2,0,935,162,44,4.71,21,0,3,20,2,0,0
2022-11-29,2996,11,11,0,0,0,398,119,23,5.78,9,0,0,14,0,0,0
2022-11-30,3004,5,5,0,0,0,247,57,5,2.02,2,0,0,3,0,0,0
2022-12-01,3010,5,5,1,1,1,1258,97,104,8.27,52,1,6,45,1,1,0
2022-12-02,3014,3,3,2,2,0,1355,47,94,6.94,56,0,4,34,2,0,0
2022-12-03,3019,3,3,0,0,0,816,17,35,4.29,17,0,0,18,0,0,0
2022-12-04,3022,3,3,1,1,0,811,26,52,6.41,13,0,1,38,1,0,0
2022-12-05,3025,5,5,1,1,0,1964,0,114,5.8,58,0,3,53,1,0,0
2022-12-06,3037,17,17,0,0,2,1468,0,111,7.56,57,2,6,46,0,2,0
2022-12-07,3044,11,11,1,1,0,981,0,84,8.56,31,0,4,49,1,0,0
2022-12-08,3060,12,12,0,0,1,772,0,48,6.22,20,1,0,27,0,1,0
2022-12-09,3067,5,5,0,0,0,674,0,44,6.53,18,0,2,24,0,0,0
2022-12-10,3072,0,0,0,0,0,355,0,13,3.66,6,0,0,7,0,0,0
2022-12-11,3074,2,2,1,1,0,1307,0,191,14.61,29,0,2,160,1,0,0
2022-12-12,3078,20,20,1,1,0,2464,0,227,9.21,87,0,18,122,1,0,0
2022-12-13,3105,19,19,0,0,0,1176,0,114,9.69,43,0,3,68,0,0,0
2022-12-14,3125,31,31,0,0,0,683,0,65,9.52,25,0,4,36,0,0,0
2022-12-15,3153,14,14,0,0,0,407,0,47,11.55,14,0,1,32,0,0,0
2022-12-16,3162,9,9,0,0,0,451,0,40,8.87,11,0,2,27,0,0,0
2022-12-17,3172,10,10,0,0,0,317,0,37,11.67,3,0,2,32,0,0,0
2022-12-18,3178,1,1,0,0,0,245,0,28,11.43,9,0,1,18,0,0,0
2022-12-19,3188,16,16,1,1,1,767,0,58,7.56,20,1,3,34,1,1,0
2022-12-20,3194,4,4,0,0,0,474,0,42,8.86,13,0,1,28,0,0,0
2022-12-21,3200,6,6,0,0,1,363,0,34,9.37,14,3,2,15,0,1,0
2022-12-22,3206,9,9,0,0,0,380,0,30,7.89,12,0,1,17,0,0,0
2022-12-23,3213,5,5,2,2,1,1007,0,71,7.05,17,0,3,51,2,1,0
2022-12-24,3218,1,1,0,0,0,408,0,32,7.84,6,0,0,26,0,0,0
2022-12-25,3218,1,1,0,0,0,137,0,5,3.65,0,0,0,5,0,0,0
2022-12-26,3220,2,2,0,0,1,196,0,19,9.69,4,1,0,14,0,1,0
2022-12-27,3223,7,7,0,0,0,278,0,23,8.27,2,0,0,21,0,0,0
2022-12-28,3232,5,5,1,1,0,800,0,114,14.25,20,0,4,90,1,0,0
2022-12-29,3238,8,8,0,0,0,528,0,66,12.5,17,0,4,45,0,0,0
2022-12-30,3241,7,7,0,0,1,357,0,44,12.32,10,1,0,33,0,1,0
2022-12-31,3251,4,4,0,0,0,280,0,24,8.57,5,0,1,18,0,0,0
2023-01-01,3254,11,11,1,1,0,774,0,58,7.49,29,0,5,24,1,0,0
2023-01-02,3266,6,6,1,1,2,479,0,47,9.81,11,2,1,33,1,2,0
2023-01-03,3275,18,18,3,3,2,2738,0,191,6.98,69,2,4,116,3,2,0
2023-01-04,3293,15,15,2,2,2,3374,0,269,7.97,93,2,5,169,2,2,0
2023-01-05,3309,20,20,0,0,1,1185,0,85,7.17,33,1,2,49,0,1,0
2023-01-06,3329,15,15,0,0,0,1096,0,84,7.66,24,-1,0,61,0,0,0
2023-01-07,3340,28,28,1,1,4,1464,0,154,10.52,49,4,10,91,1,4,0
2023-01-08,3378,35,35,1,1,2,3315,997,353,10.65,149,2,24,178,1,2,0
2023-01-09,3420,52,52,0,0,2,2542,2003,259,10.19,124,2,15,118,0,2,0
2023-01-10,3463,28,28,0,0,1,1318,1309,71,5.39,27,1,5,38,0,1,0
2023-01-11,3484,31,31,2,2,0,2701,482,220,8.15,79,0,11,130,2,0,0
2023-01-12,3519,25,25,1,1,0,1290,407,84,6.51,34,0,7,43,1,0,0
2023-01-13,3542,21,21,0,0,0,658,219,43,6.53,16,0,3,24,0,0,0
2023-01-14,3559,6,6,0,0,0,438,166,26,5.94,9,0,1,16,0,0,0
2023-01-15,3564,6,6,0,0,0,536,139,27,5.04,7,0,0,20,0,0,0
2023-01-16,3572,18,18,1,1,2,1316,170,94,7.14,40,2,7,45,1,2,0
2023-01-17,3588,10,10,1,1,2,1312,133,61,4.65,22,2,0,37,1,2,0
2023-01-18,3603,17,17,0,0,0,583,0,26,4.46,7,0,0,19,0,0,0
2023-01-19,3618,11,11,0,0,0,283,0,16,5.65,4,0,0,12,0,0,0
2023-01-20,3632,12,12,0,0,0,337,0,26,7.72,13,0,0,13,0,0,0
2023-01-21,3640,12,12,0,0,0,239,0,9,3.77,2,0,0,7,0,0,0
2023-01-22,3649,5,5,0,0,0,205,0,8,3.9,2,0,0,6,0,0,0
2023-01-23,3660,16,16,0,0,0,234,0,8,3.42,0,0,0,8,0,0,0
2023-01-24,3676,11,11,0,0,0,209,0,4,1.91,2,0,0,2,0,0,0
2023-01-25,3688,18,18,0,0,0,236,0,13,5.51,6,0,0,7,0,0,0
2023-01-26,3699,6,6,0,0,0,205,0,5,2.44,0,0,0,5,0,0,0
2023-01-27,3705,8,8,0,0,0,192,0,7,3.65,-2,0,0,9,0,0,0
2023-01-28,3714,3,3,0,0,0,119,0,3,2.52,1,0,0,2,0,0,0
2023-01-29,3717,9,9,0,0,0,202,0,6,2.97,0,0,0,6,0,0,0
2023-01-30,3724,5,5,0,0,0,195,0,13,6.67,3,0,0,10,0,0,0
2023-01-31,3730,10,10,1,1,0,1285,0,111,8.64,27,0,11,73,1,0,0
2023-02-01,3745,20,20,1,1,0,817,0,58,7.1,13,0,4,41,1,0,0
2023-02-02,3761,11,11,0,0,0,417,0,33,7.91,2,0,2,29,0,0,0
2023-02-03,0,10,10,0,0,0,214,0,9,4.21,0,0,0,9,0,0,0
2023-02-04,3778,4,4,0,0,0,175,0,9,5.14,3,0,0,6,0,0,0
2023-02-05,3781,5,5,0,0,0,157,0,10,6.37,3,0,0,7,0,0,0
2023-02-06,3788,7,7,0,0,0,165,0,8,4.85,3,0,1,4,0,0,0
2023-02-07,3796,18,18,1,1,0,831,0,67,8.06,15,0,3,49,1,0,0
2023-02-08,3815,9,9,1,1,2,988,0,78,7.89,31,2,5,40,1,2,0
2023-02-09,3823,12,12,0,0,0,455,0,38,8.35,22,0,2,14,0,0,0
2023-02-10,3836,19,19,1,1,0,997,0,61,6.12,24,0,8,29,1,0,0
2023-02-11,3852,7,7,0,0,0,252,0,17,6.75,6,0,1,10,0,0,0
2023-02-12,3857,3,3,0,0,0,266,0,28,10.53,7,0,1,20,0,0,0
2023-02-13,3859,8,8,0,0,1,314,0,16,5.1,4,1,1,10,0,1,0
2023-02-14,3869,14,14,0,0,0,150,0,9,6,2,0,0,7,0,0,0
2023-02-15,3883,12,12,0,0,0,120,0,8,6.67,2,0,1,5,0,0,0
2023-02-16,3895,10,10,0,0,0,168,0,14,8.33,2,0,0,12,0,0,0
2023-02-17,3902,3,3,0,0,0,189,0,16,8.47,5,0,1,10,0,0,0
2023-02-18,3905,2,2,1,1,3,1091,0,93,8.52,23,3,6,61,1,3,0
2023-02-19,3908,3,3,0,0,0,395,0,27,6.84,5,0,3,19,0,0,0
2023-02-20,3911,8,8,0,0,0,381,0,39,10.24,4,0,4,31,0,0,0
2023-02-21,3918,9,9,1,1,0,1033,0,67,6.49,26,0,4,37,1,0,0
2023-02-22,3931,10,10,1,1,0,1173,0,56,4.77,29,0,1,26,1,0,0
2023-02-23,3940,12,12,0,0,0,438,0,29,6.62,11,0,0,18,0,0,0
2023-02-24,3950,7,7,0,0,0,276,0,17,6.16,3,0,3,11,0,0,0
2023-02-25,3955,5,5,0,0,0,183,0,7,3.83,1,0,0,6,0,0,0
2023-02-26,3962,5,5,0,0,0,207,0,12,5.8,1,0,0,11,0,0,0
2023-02-27,3966,6,6,1,1,2,1108,0,90,8.12,47,2,8,33,1,2,0
2023-02-28,3973,23,23,0,0,0,842,0,61,7.24,19,0,12,30,0,0,0
2023-03-01,4002,20,20,0,0,0,343,0,30,8.75,15,0,6,9,0,0,0
2023-03-02,4017,12,12,1,1,0,850,0,67,7.88,40,0,7,20,1,0,0
2023-03-03,4028,8,8,0,0,0,521,0,39,7.49,22,0,4,13,0,0,0
2023-03-04,4036,8,8,0,0,0,204,0,10,4.9,6,0,4,0,0,0,0
2023-03-05,4045,9,9,0,0,0,249,0,16,6.43,9,0,2,5,0,0,0
2023-03-06,4054,8,8,0,0,0,301,0,20,6.64,14,0,0,6,0,0,0
2023-03-07,4061,16,16,0,0,0,151,0,22,14.57,5,0,1,16,0,0,0
2023-03-08,4077,9,9,0,0,0,136,0,7,5.15,2,0,0,5,0,0,0
2023-03-09,4087,14,14,0,0,0,95,0,11,11.58,5,0,3,3,0,0,0
2023-03-10,4103,13,13,0,0,0,132,0,4,3.03,0,0,0,4,0,0,0
2023-03-11,4114,5,5,0,0,0,110,0,9,8.18,4,0,2,3,0,0,0
2023-03-12,4118,7,7,0,0,0,94,0,3,3.19,0,0,0,3,0,0,0
2023-03-13,4123,9,9,0,0,0,99,0,7,7.07,4,0,1,2,0,0,0
2023-03-14,4133,4,4,0,0,0,90,0,4,4.44,1,0,0,3,0,0,0
2023-03-15,4134,4,4,0,0,0,80,0,4,5,2,0,0,2,0,0,0
2023-03-16,4139,6,6,0,0,0,54,0,6,11.11,4,0,1,1,0,0,0
2023-03-17,4147,8,8,0,0,0,69,0,1,1.45,1,0,0,0,0,0,0
2023-03-18,4155,4,4,0,0,0,68,0,0,0,-1,0,0,1,0,0,0
2023-03-19,4157,4,4,0,0,0,67,0,4,5.97,1,0,0,3,0,0,0
2023-03-20,4161,13,13,0,0,0,122,0,2,1.64,2,0,0,0,0,0,0
2023-03-21,4176,20,20,0,0,0,51,0,3,5.88,0,0,0,3,0,0,0
2023-03-22,4197,10,10,0,0,0,56,0,1,1.79,1,0,0,0,0,0,0
2023-03-23,4206,12,12,1,1,1,363,0,18,4.96,10,1,0,7,1,1,0
2023-03-24,4218,7,7,0,0,0,170,0,14,8.24,6,0,0,8,0,0,0
2023-03-25,4224,5,5,0,0,0,49,0,2,4.08,1,0,0,1,0,0,0
2023-03-26,4226,1,1,0,0,0,70,0,7,10,4,0,1,2,0,0,0
2023-03-27,4228,6,6,0,0,0,58,0,4,6.9,2,0,0,2,0,0,0
2023-03-28,4236,11,11,0,0,0,93,0,6,6.45,2,0,0,4,0,0,0
2023-03-29,4243,7,7,0,0,0,100,0,6,6,5,0,0,1,0,0,0
2023-03-30,4247,3,3,1,1,2,1267,0,153,12.08,64,2,16,71,1,2,0
2023-03-31,4257,13,13,1,1,1,896,0,75,8.37,34,1,8,32,1,1,0
2023-04-01,4267,4,4,0,0,0,365,0,21,5.75,7,0,0,14,0,0,0
2023-04-02,4269,2,2,0,0,0,265,0,14,5.28,4,0,0,10,0,0,0
2023-04-03,4271,6,6,0,0,0,273,0,22,8.06,9,0,5,8,0,0,0
2023-04-04,4279,4,4,0,0,0,146,0,4,2.74,2,0,0,2,0,0,0
2023-04-05,4285,16,16,0,0,0,104,0,4,3.85,4,0,0,0,0,0,0
2023-04-06,4295,7,7,0,0,0,97,0,5,5.15,2,0,1,2,0,0,0
2023-04-07,4301,2,2,4,4,0,1076,0,104,9.67,4,0,0,100,4,0,0
2023-04-08,4302,0,0,2,2,0,971,62,60,6.18,16,0,0,44,2,0,0
2023-04-09,4302,10,10,2,2,0,1048,31,30,2.86,12,0,3,15,2,0,0
2023-04-10,4312,5,5,0,0,0,475,9,21,4.42,5,0,0,16,0,0,0
2023-04-11,4318,5,5,2,2,1,2188,22,164,7.5,53,1,7,103,2,1,0
2023-04-12,4326,6,6,2,2,0,1928,13,114,5.91,57,0,5,52,2,0,0
2023-04-13,4336,15,15,0,0,2,1098,15,77,7.01,30,1,6,40,0,2,0
2023-04-14,4344,5,5,0,0,0,553,10,35,6.33,16,0,1,18,0,0,0
2023-04-15,4347,2,2,0,0,0,332,5,28,8.43,4,0,0,24,0,0,0
2023-04-16,0,0,0,0,0,0,362,0,14,3.87,1,0,0,13,0,0,0
2023-04-17,0,9,9,0,0,0,396,6,19,4.8,9,0,0,10,0,0,0
2023-04-18,0,2,2,0,0,0,313,0,17,5.43,4,0,0,13,0,0,0
2023-04-19,0,10,10,1,1,1,1085,0,57,5.25,30,1,2,24,1,1,0
2023-04-20,0,6,6,0,0,1,551,7,41,7.44,13,0,1,27,0,1,0
2023-04-21,0,8,8,1,1,0,959,0,57,5.94,29,0,4,24,1,0,0
2023-04-22,0,5,5,0,0,0,401,0,19,4.74,6,0,1,12,0,0,0
2023-04-23,0,4,4,0,0,0,334,0,19,5.69,7,0,0,12,0,0,0
2023-04-24,0,10,10,1,1,0,1312,0,95,7.24,37,0,14,44,1,0,0
2023-04-25,0,9,9,0,0,0,437,0,21,4.81,7,0,3,11,0,0,0
2023-04-26,0,17,17,2,2,0,2183,0,209,9.57,38,0,23,148,2,0,0
2023-04-27,0,11,11,0,0,2,910,0,72,7.91,12,1,6,53,0,2,0
2023-04-28,0,11,11,1,1,0,773,0,46,5.95,16,0,4,26,1,0,0
2023-04-29,0,4,4,0,0,0,346,0,23,6.65,11,0,1,11,0,0,0
2023-04-30,0,6,6,0,0,1,337,0,25,7.42,6,1,0,18,0,1,0
2023-05-01,0,8,8,1,1,1,1461,0,391,26.76,69,1,11,310,1,1,0
2023-05-02,4469,19,19,1,1,3,3289,0,847,25.75,162,3,19,663,1,3,0
2023-05-03,4489,10,10,0,0,2,1082,0,127,11.74,62,1,3,61,0,2,0
2023-05-04,4500,15,15,0,0,2,689,0,118,17.13,26,1,5,86,0,2,0
2023-05-05,4514,11,11,1,1,0,582,0,139,23.88,26,0,5,108,1,0,0
2023-05-06,4522,6,6,1,1,0,524,0,76,14.5,23,0,3,50,1,0,0
2023-05-07,4526,6,6,0,0,1,275,0,15,5.45,10,1,0,4,0,1,0
2023-05-08,4532,6,6,0,0,0,523,0,52,9.94,14,0,2,36,0,0,0
2023-05-09,4539,7,7,0,0,0,752,0,73,9.71,17,0,1,55,0,0,0
2023-05-10,4548,16,16,1,1,0,861,0,84,9.76,23,0,7,54,1,0,0
2023-05-11,4561,3,3,0,0,0,574,0,74,12.89,17,0,4,53,0,0,0
2023-05-12,4565,9,9,0,0,0,439,0,37,8.43,11,0,2,24,0,0,0
2023-05-13,4573,2,2,0,0,0,364,0,23,6.32,7,0,0,16,0,0,0
2023-05-14,4573,2,2,0,0,0,274,0,9,3.28,4,0,0,5,0,0,0
2023-05-15,4580,13,13,0,0,0,335,0,14,4.18,3,0,0,11,0,0,0
2023-05-16,4589,8,8,1,1,0,842,180,41,4.87,14,0,0,27,1,0,0
2023-05-17,4598,8,8,0,0,0,347,104,27,7.78,4,0,1,22,0,0,0
2023-05-18,4606,10,10,0,0,0,236,46,19,8.05,8,0,1,10,0,0,0
2023-05-19,4614,3,3,0,0,0,238,35,10,4.2,4,0,0,6,0,0,0
2023-05-20,4615,2,2,0,0,0,122,18,9,7.38,1,0,0,8,0,0,0
2023-05-21,4617,3,3,0,0,0,121,15,7,5.79,2,0,0,5,0,0,0
2023-05-22,4622,4,4,1,1,0,1290,46,64,4.96,40,0,5,19,1,0,0
2023-05-23,4626,5,5,1,1,0,985,15,53,5.38,23,0,3,27,1,0,0
2023-05-24,4635,19,19,1,1,0,900,20,46,5.11,18,0,5,23,1,0,0
2023-05-25,4652,11,11,3,3,0,1749,451,97,5.55,35,0,9,53,3,0,0
2023-05-26,4663,9,9,1,1,4,2227,143,185,8.31,90,4,7,84,1,4,0
2023-05-27,4669,5,5,0,0,0,669,53,55,8.22,26,0,6,23,0,0,0
2023-05-28,4672,7,7,0,0,1,546,48,32,5.86,12,1,0,19,0,1,0
2023-05-29,0,3,3,0,0,0,422,43,6,1.42,6,0,-3,3,0,0,0
2023-05-30,4685,9,9,0,0,2,489,33,37,7.57,22,2,2,11,0,2,0
2023-05-31,4693,11,11,0,0,0,414,81,22,5.31,13,0,1,8,0,0,0
2023-06-01,4703,4,4,2,2,1,1257,121,69,5.49,28,1,6,34,2,1,0
2023-06-02,4710,6,6,1,1,0,901,131,24,2.66,11,0,1,12,1,0,0
2023-06-03,4714,4,4,0,0,0,433,56,14,3.23,3,0,0,11,0,0,0
2023-06-04,4717,4,4,0,0,0,383,34,12,3.13,6,0,0,6,0,0,0
2023-06-05,4722,8,8,1,1,0,816,16,106,12.99,16,0,1,89,1,0,0
2023-06-06,4730,7,7,2,2,0,1421,12,107,7.53,26,0,4,77,2,0,0
2023-06-07,4738,6,6,1,1,1,839,7,49,5.84,16,1,0,32,1,1,0
2023-06-08,4747,12,12,0,0,0,485,6,41,8.45,9,0,0,32,0,0,0
2023-06-09,4757,9,9,0,0,0,285,4,11,3.86,6,0,2,3,0,0,0
2023-06-10,4763,3,3,1,1,0,495,2,20,4.04,14,0,0,6,1,0,0
2023-06-11,4765,3,3,0,0,1,426,0,35,8.22,6,1,1,27,0,1,0
2023-06-12,4770,6,6,0,0,1,332,7,27,8.13,13,1,1,12,0,1,0
2023-06-13,4773,2,2,0,0,0,299,5,6,2.01,3,0,-2,5,0,0,0
2023-06-14,4778,7,7,0,0,1,238,0,11,4.62,2,1,1,7,0,1,0
2023-06-15,4783,7,7,0,0,0,302,9,19,6.29,10,0,2,7,0,0,0
2023-06-16,4792,5,5,1,1,1,1301,0,297,22.83,42,1,8,246,1,1,0
2023-06-17,4794,5,5,1,1,0,456,0,65,14.25,14,0,2,49,1,0,0
2023-06-18,4799,1,1,0,0,0,278,0,18,6.47,5,0,0,13,0,0,0
2023-06-19,4805,7,7,0,0,1,604,0,100,16.56,24,1,5,70,0,1,0
2023-06-20,4810,10,10,0,0,0,371,0,58,15.63,14,0,0,44,0,0,0
2023-06-21,4821,8,8,0,0,0,283,0,48,16.96,3,0,0,45,0,0,0
2023-06-22,4831,10,10,0,0,0,303,0,47,15.51,4,0,0,43,0,0,0
2023-06-23,4836,6,6,0,0,0,205,0,18,8.78,2,0,0,16,0,0,0
2023-06-24,4843,1,1,0,0,0,209,0,35,16.75,3,0,0,32,0,0,0
2023-06-25,4844,1,1,0,0,0,190,0,21,11.05,4,0,2,15,0,0,0
2023-06-26,4846,7,7,0,0,0,260,23,12,4.62,5,0,1,6,0,0,0
2023-06-27,4851,2,2,0,0,0,105,10,3,2.86,2,0,0,1,0,0,0
2023-06-28,4855,4,4,0,0,0,142,7,22,15.49,5,0,0,17,0,0,0
2023-06-29,4860,10,10,0,0,0,216,11,39,18.06,1,0,0,38,0,0,0
2023-06-30,4867,2,2,0,0,0,181,0,14,7.73,3,0,0,11,0,0,0
2023-07-01,4869,1,1,0,0,0,79,0,2,2.53,0,0,0,2,0,0,0
2023-07-02,4873,6,6,0,0,0,115,0,19,16.52,0,0,0,19,0,0,0
2023-07-03,4875,8,8,3,3,1,953,0,56,5.88,3,1,7,45,3,1,0
2023-07-04,4889,12,12,0,0,1,508,0,38,7.48,11,1,3,23,0,1,0
2023-07-05,4894,2,2,0,0,0,234,0,5,2.14,2,0,0,3,0,0,0
2023-07-06,4899,6,6,0,0,0,155,0,10,6.45,1,0,1,8,0,0,0
2023-07-07,4903,2,2,0,0,0,111,0,6,5.41,0,0,0,6,0,0,0
2023-07-08,4903,4,4,0,0,0,103,0,10,9.71,1,0,0,9,0,0,0
2023-07-09,4907,1,1,1,1,0,109,0,2,1.83,1,0,0,1,1,0,0
