OBJECTID,WD21CD,WD21NM,WD21NMW,BNG_E,BNG_N,LONG,LAT,GlobalID,SHAPE_Length,SHAPE_Area
6099,E05012572,Copdock & Washbrook, ,609706,242616,1.056447,52.042271,{A71C06A0-09F5-458C-9854-6FA20F9C9995},52209.5832248501,46038774.6448768
6100,E05012573,East Bergholt, ,608371,234868,1.032302,51.973209,{16C086B8-5EA0-4AEC-8C8B-499616B20BA5},18704.4863121959,13134308.2209882
6101,E05012574,Ganges, ,622825,235364,1.242708,51.972061,{A361E7E4-6030-4276-B0C8-F7A5517333C5},40965.4251546254,13386835.0528364
6102,E05012575,Great Cornard, ,589446,240325,0.76015103,52.02898,{C3D01FC9-A630-4036-B1C2-76A01E1A869A},13725.9693056926,6494448.49522474
6103,E05012576,Hadleigh North, ,602395,243403,0.95046502,52.052052,{882013BC-29C6-4ECF-8B45-CC002A7DA26B},18918.4558834894,7356627.85262825
6104,E05012577,Hadleigh South, ,604013,242290,0.973364,52.041458,{A9A01D33-966E-4B59-8FBE-4E312D480927},17138.7775265038,9893961.65047566
6105,E05012578,Lavenham, ,591399,249522,0.79373598,52.110901,{660C9584-1145-47E6-B98C-52C021E3EC58},58748.2131319782,46765624.5584085
6106,E05012579,Long Melford, ,587638,247180,0.73759103,52.09116,{17925661-424B-4DA0-AE27-4D7AEEF46E82},40600.7366281059,38509236.8702423
6107,E05012580,North West Cosford, ,596848,252199,0.87475199,52.13303,{AA13CD88-3251-4809-8B5F-A035614E80B5},45366.7386069524,54289590.4670823
6108,E05012581,Orwell, ,616735,238578,1.156221,52.003319,{89E6929B-68F0-47D9-BB42-F741D37AD159},49448.3286265214,33624239.1504304
6109,E05012582,South East Cosford, ,602417,245789,0.95219898,52.073471,{4F0ED5E7-6CF8-4747-B036-1945EA35780D},55464.2419287333,51893427.2054648
6110,E05012583,Sproughton & Pinewood, ,613073,243905,1.106269,52.052559,{38330AC6-D00B-4C85-A6EB-4F0C73131815},21381.9070515186,9945746.91635683
6111,E05012584,Stour, ,616871,235554,1.156288,51.97612,{8A1321F9-2D85-4F33-90FD-8A11D3FE45BB},35567.7399530336,24512886.5046043
6112,E05012585,Sudbury North East, ,588086,242286,0.74142802,52.047058,{5C220D12-2EE8-47D4-90D3-EE474953C8D5},3703.96234851137,491934.9058125
6113,E05012586,Sudbury North West, ,586493,242163,0.71815902,52.04649,{9DFC3FE7-C939-4CF6-81EB-B4825BA6D234},13054.1444178934,4074394.74154121
6114,E05012587,Sudbury South East, ,588264,241665,0.74367899,52.04142,{5D05974A-2B81-45AD-B9FC-D6B0C0953043},7233.08263716847,1156087.55023738
6115,E05012588,Sudbury South West, ,586985,240835,0.724599,52.034401,{8E30AFE2-B7F5-43A1-A905-92D60AD99BB6},9247.18069246726,2198148.28723871
6116,E05012589,Bacton, ,605346,267707,1.008127,52.269169,{ADEDC846-6671-4329-AF8A-7F93C82CAE4F},26154.2417542151,34099624.1806095
6117,E05012590,Battisford & Ringshall, ,605442,251795,0.99989098,52.126282,{26BC4442-90AF-45DA-B838-B4F70493DC21},38195.7669688667,37525542.9863864
6118,E05012591,Blakenham, ,608676,248602,1.045109,52.096401,{6E00FDF7-E38A-488A-B7A2-1047FD663932},27475.6338750619,18229818.7179891
6119,E05012592,Bramford, ,611028,246993,1.078396,52.081059,{A51F33A0-9F61-405D-A7DE-D628EAD81E6A},15325.7119203868,11502621.2531853
6120,E05012593,Chilton, ,603954,259354,0.982723,52.194698,{C2835A5A-F975-4427-B9E4-C6F2AC00F702},7744.0823853977,2105522.45494677
6121,E05012594,Claydon & Barham, ,614681,251988,1.13477,52.1245,{E099AB13-BE21-416F-87E3-CD2CFF9ED6F4},40202.2874983572,50021388.4193726
6122,E05012595,Combs Ford, ,605364,257579,1.002248,52.178242,{D81DE8F7-CCEC-4562-B6B0-5C94666EC11A},10055.4613230202,2936797.85511238
6123,E05012596,Debenham, ,618323,265045,1.196283,52.24028,{0B53D771-4BBA-46C9-A341-5D9890EA23DA},42279.6783698368,41660989.5849923
6124,E05012597,Elmswell & Woolpit, ,598992,262767,0.91223001,52.22715,{34E35863-6CFD-42BF-A266-7C585F166093},23162.4329100096,16189790.8918973
6125,E05012598,Eye, ,615261,272644,1.156355,52.3097,{6F202445-DBA4-4084-AE5D-DBCE3DC7B5CC},35759.0901385387,28257331.3049303
6126,E05012599,Fressingfield, ,626145,279018,1.32002,52.362541,{24D352C7-32D7-49F8-97C6-676E4E2D112B},43798.2130595587,66697615.6025975
6127,E05012600,Gislingham, ,607961,274494,1.05058,52.329121,{C2CAFFCD-6C35-4EEA-A318-6DE34F583205},43689.5541774833,49649661.8027153
6128,E05012601,"Haughley, Stowupland & Wetherden", ,604527,262278,0.99285901,52.220741,{D265F8B3-83D0-401E-AB17-A4DCA08058DC},34912.6335433218,42639978.1670076
6129,E05012602,Hoxne & Worlingworth, ,620102,272545,1.227185,52.3069,{4D9C8983-A2B5-4CFE-B643-7037BF227D69},59252.6932084568,54510860.6981492
6130,E05012603,Mendlesham, ,612577,266159,1.112962,52.252529,{A1032019-27AA-41B5-AB39-6683552688EA},40039.6800575078,45400467.3672108
6131,E05012604,Needham Market, ,608957,255874,1.053669,52.161579,{58B7E476-7B87-486C-99E5-AB742957E84B},49230.7906743758,31169388.215045
6132,E05012605,Onehouse, ,602716,257171,0.96333098,52.175549,{F38B3774-2AE3-47AB-8192-3302676D3880},36183.5119842696,26214920.7793926
6133,E05012606,Palgrave, ,613653,277375,1.1358089,52.352798,{1C663050-330E-41AE-A1B9-DDAE66597535},50372.5991501365,40290300.091153
6134,E05012607,Rattlesden, ,597431,258614,0.88698602,52.190418,{3D68706D-9574-42A5-BC2E-21262DB466FF},39371.5421003096,47060509.7737928
6135,E05012608,Rickinghall, ,604142,275355,0.99514002,52.338291,{860FFAFA-57FD-419F-9ADA-0D769E67E6D7},28312.143978517,33485311.1107062
6136,E05012609,St Peter's, ,604766,258684,0.99418098,52.188381,{1B31DFA2-554E-4262-8566-60DF1BFEA96D},6520.01383568215,1157394.46467151
6137,E05012610,Stonham, ,615537,259491,1.152012,52.191521,{037FC7D0-0EB1-4E88-82A0-AA94B0288313},55077.0818025129,62717974.5081549
6138,E05012611,Stow Thorney, ,606332,258343,1.016849,52.184731,{73C574D4-8A30-472E-8E36-418856CC4D3F},9451.16093680316,2653295.20847926
6139,E05012612,Stradbroke & Laxfield, ,626617,271242,1.321705,52.292561,{B4DFF191-5780-4289-A19D-9F3D296969CC},54861.6899780462,54265426.0079854
6140,E05012613,Thurston, ,595213,266373,0.85905403,52.26088,{FA4C94DD-B56A-420A-B0B2-8FFBFEFAB7AC},36916.4234904438,31365238.5443779
6141,E05012614,Walsham-le-Willows, ,600561,270538,0.93978399,52.29636,{34E13D17-D65E-43B6-AEF1-1399531B08D4},37873.9422153699,39262876.0140081
6142,E05012615,Bishop's Tachbrook, ,431316,261133,-1.54272,52.247501,{F1DAA0AE-7CBE-4E91-8453-1DC8DE296B0B},20116.8650056334,14533111.4275641
6143,E05012616,Budbrooke, ,426158,263043,-1.61812,52.264938,{D8865947-B9BD-40F4-BE35-1756BA60BC94},42713.4913756175,36752381.1999205
6144,E05012617,Cubbington & Leek Wootton, ,433020,270825,-1.5168101,52.33453,{515132AF-8392-4CDA-BD5F-9651BDFE00B9},63890.1505901988,56016231.8170504
6145,E05012618,Kenilworth Abbey & Arden, ,421020,270943,-1.69291,52.336182,{4BA4C85A-F240-41BC-80CF-A1DF9AA576A2},69211.1746459488,89629862.08585
6146,E05012619,Kenilworth Park Hill, ,430204,272063,-1.55803,52.345829,{58748C90-C73E-4A63-9ED7-81090598A0E3},15071.7300497246,5363736.41305406
6147,E05012620,Kenilworth St John's, ,428981,270825,-1.57609,52.334759,{1D879D75-9EA6-46F1-A73C-4CB6F660AE46},13370.3776778435,5725018.17832199
6148,E05012621,Leamington Brunswick, ,431943,264570,-1.53321,52.278358,{A597AD67-767F-4A4E-B076-8467ABE40265},6733.75756920862,1896744.66126892
6149,E05012622,Leamington Clarendon, ,432697,265951,-1.52203,52.290741,{DCD08140-0BD1-4F61-9984-9191C5E9A477},13746.3566665009,4452521.00345928
6150,E05012623,Leamington Lillington, ,432792,268115,-1.52042,52.310181,{AFB91E66-F89A-4633-9D40-7A7CAA906534},12740.500465579,4074382.04385332
6151,E05012624,Leamington Milverton, ,430693,267158,-1.5513,52.301701,{15BFCD83-4645-4354-B491-987B25BCE1F7},12153.8069626086,5497326.78483497
6152,E05012625,Leamington Willes, ,432881,265000,-1.51942,52.282181,{38EF81AE-25B4-4F97-BB59-8044DD8B4B09},9194.07920228634,2472494.06243827
6153,E05012626,Radford Semele, ,436901,267160,-1.46026,52.301338,{F1C5C08C-9392-4266-ADE1-E84967BFCE01},42234.719367116,34430821.4144638
6154,E05012627,Warwick All Saints & Woodloes, ,428539,266250,-1.58296,52.293652,{6ACA2639-68B9-45A0-B49D-43ED38C8944B},11749.5441184068,3137151.41858323
6155,E05012628,Warwick Aylesford, ,427945,263718,-1.59188,52.27092,{1AF9709D-0505-4EB4-8876-BF7596709A47},11579.9878031881,7339745.12742026
6156,E05012629,Warwick Myton & Heathcote, ,429864,264444,-1.5636899,52.277351,{E754344D-42AF-49EA-9DF7-A31C12FCC47A},14056.088336464,4958565.03591807
6157,E05012630,Warwick Saltisford, ,428006,265331,-1.59085,52.285419,{585D249A-79D9-46D4-9597-65184A82985E},8296.89979102749,2057232.159177
6158,E05012631,Whitnash, ,433181,262128,-1.5153,52.25634,{31622123-4D99-4A88-91F8-9EC8C026CE41},11453.003240355,4544994.91214306
6159,E05012632,Barleythorpe, ,484532,309721,-0.7511,52.678619,{28648025-73FF-4A2B-9A31-C81C216DB8BF},12650.5622860894,4019969.8161749
6160,E05012633,Braunston & Martinsthorpe, ,486592,303465,-0.72228003,52.62207,{55AC35AB-5556-4A3F-8210-6E1F5B27ED86},55489.136456881,69867781.2709548
6161,E05012634,Cottesmore, ,489872,315249,-0.67062998,52.72744,{2AF202C6-D9ED-4CEC-B33C-C7A74B043D01},24451.1918825095,21588920.1279142
6162,E05012635,Exton, ,490346,309128,-0.66529,52.672352,{0F3CCB12-4AFD-4BAC-8E77-B10213B7A47A},52800.4638680773,57935463.4670948
6163,E05012636,Greetham, ,495210,315371,-0.59157997,52.727631,{D8ECD593-41EF-48E2-945C-4050E80255AF},38288.9980921531,42858296.931176
6164,E05012637,Ketton, ,496846,303140,-0.57094997,52.61742,{9FE08425-394F-4F82-9AC7-40D0874A7137},47664.6539125594,31466472.4177326
6165,E05012638,Langham, ,484328,311157,-0.75375003,52.691559,{A88C8BFE-F4CF-497A-93AD-AA5C1B31B93C},17834.8544303492,11817891.8870928
6166,E05012639,Lyddington, ,488123,297249,-0.70131999,52.56596,{45E5BCFA-E2DA-4D39-94FC-FB1E14AB640D},39015.0965220316,35316307.4421046
6167,E05012640,Normanton, ,493881,305463,-0.61407,52.638809,{69204D7B-F0B1-4F49-A113-6B79231FCF62},46243.360387377,44173185.6536352
6168,E05012641,Oakham North East, ,486240,309432,-0.72592002,52.675751,{518E869D-3A4F-4623-9645-458112FA4233},5702.52532607879,1308183.63672749
6169,E05012642,Oakham North West, ,484925,308770,-0.74553001,52.67001,{54FBD32E-711B-47FA-872C-0A5F6D07044C},14452.2806405654,3744969.16954865
6170,E05012643,Oakham South, ,485726,308170,-0.73385,52.66449,{41DEF402-02E2-41CF-B8C0-4DBC9DF8B631},12317.4171224745,4040226.29585778
6171,E05012644,Ryhall & Casterton, ,501486,310897,-0.50006002,52.686279,{73024E1F-2865-4829-838F-65092B8E924D},34522.6535238729,36323827.3493828
6172,E05012645,Uppingham, ,486014,299171,-0.73193002,52.583569,{4EEB39FA-A29D-451D-AD57-1418444D6B97},15691.7639700966,7780610.58017952
6173,E05012646,Whissendine, ,482442,314720,-0.78075999,52.723869,{5C2CD5B2-154B-490E-9C15-BA9246EDC89E},29709.2386685298,21506800.8850916
6174,E05012647,Beeston & Holbeck, ,428636,431018,-1.56697,53.774731,{11C96B76-9E02-4CA7-93BF-2E2AC4D9F0F4},13868.9386483842,7765197.62482275
6175,E05012648,Farnley & Wortley, ,425765,431998,-1.61045,53.783691,{895DE3A9-3A4F-4C29-AAB8-1ECE94348FB2},18838.863401924,12389051.1125837
6176,E05012649,Alderney & Bourne Valley, ,405534,93230,-1.92293,50.73864,{64E3C75B-69D7-47D1-BBAA-9AD4B8F62350},12337.4950124465,5101256.30514615
6177,E05012650,Bearwood & Merley, ,403636,97436,-1.94979,50.776482,{35E60A46-01F6-4DD6-9FE4-3BFA92DF7396},26071.3484944842,17480394.9407873
6178,E05012651,Boscombe East & Pokesdown, ,412296,91886,-1.82715,50.726452,{8688DF12-4E42-4235-B83D-4771E87B7BD0},6959.23119386054,1719492.71546651
6179,E05012652,Boscombe West, ,411343,91731,-1.84065,50.725079,{95867CC0-E967-404A-80E8-D6B88396B4C8},4845.54720971663,1194407.55326688
6180,E05012653,Bournemouth Central, ,408878,91589,-1.87558,50.723839,{93042440-811C-4748-9333-FCC799B5DF49},6863.941601321,2329853.3058504
6181,E05012654,Broadstone, ,400427,96153,-1.9953001,50.76495,{A191FE86-5240-4A93-A989-43EC88409326},11961.2436452761,6173999.82413377
6182,E05012655,Burton & Grange, ,416948,95568,-1.76107,50.759449,{620284D1-A5D9-454B-8DFD-911917627D62},16964.8931111821,10006778.0514287
6183,E05012656,Canford Cliffs, ,405131,89459,-1.92869,50.704731,{451D1372-26BE-41BE-BE7F-3C85DB7DB424},17595.6508447322,6349912.72053197
6184,E05012657,Canford Heath, ,402737,94656,-1.9625601,50.75148,{39CFF0E5-ADD7-4835-8569-B8EE8BD6125C},10671.1057038072,5634464.00932958
6185,E05012658,Christchurch Town, ,415355,93094,-1.78376,50.73724,{86E2BDA9-58F0-4061-8A2E-466AAE1DCB12},19623.6285353726,3467805.8469914
6186,E05012659,Commons, ,412323,97208,-1.8265899,50.774311,{EF8D72FF-4AA3-4698-B5CD-BD6FA852DC0B},33417.8175974438,27895675.1386582
6187,E05012660,Creekmoor, ,400073,93870,-2.00032,50.744419,{80684461-8F96-4A25-B467-77D075999A0B},15995.5349329967,3758395.01943051
6188,E05012661,East Cliff & Springbourne, ,410161,91666,-1.8573999,50.72451,{C37C43B2-DEAA-4A73-9DEA-569D3ED42A63},9628.82364981401,2289440.9525387
6189,E05012662,East Southbourne & Tuckton, ,415200,91597,-1.78602,50.723789,{7E5AC0C2-AD0A-48A0-B429-CB707C1FFC23},19951.3291561971,4378085.42562693
6190,E05012663,Hamworthy, ,399140,91450,-2.01354,50.72266,{51925205-EB98-49C1-B4C6-C0408251DDF3},25626.8825541236,5387786.87092982
6191,E05012664,Highcliffe & Walkford, ,421140,93812,-1.70174,50.743519,{645DF747-4CC3-4FAF-B7C6-F86B752F9C40},11025.2727386278,4683199.02030974
6192,E05012665,Kinson, ,406673,96234,-1.9067301,50.76564,{19E2A725-4A30-455C-9A08-332CD42CA7B5},12182.4828619766,6098544.40646274
6193,E05012666,Littledown & Iford, ,412904,93665,-1.81847,50.742439,{5AEDCD51-A87D-4289-A3CD-CDB780EABA1F},11608.1077551297,3999589.88479664
6194,E05012667,Moordown, ,409137,94982,-1.87183,50.754349,{B4B94925-67F9-4099-9730-9093D5952BAD},6043.28863595947,1614088.0764893
6195,E05012668,"Mudeford, Stanpit & West Highcliffe", ,418951,93082,-1.7328,50.73703,{E141D131-C018-4E34-8CE8-18C674B8FF9F},20629.8004589533,4361489.7755165
6196,E05012669,Muscliff & Strouden Park, ,410913,95324,-1.84664,50.757401,{73B46823-DD39-4E57-BDBC-C3541B4B6A8B},13519.3955597662,6077771.55937348
6197,E05012670,Newtown & Heatherlands, ,404094,93260,-1.94333,50.738918,{D1554992-FB2C-4100-9395-92D114204746},9116.46766684107,3397328.05814155
6198,E05012671,Oakdale, ,401820,92567,-1.9755599,50.7327,{5C053445-0D63-4373-94AB-2EECA857E67F},9596.66416647206,2758754.803107
6199,E05012672,Parkstone, ,403305,91095,-1.95453,50.71946,{6284914E-CFB9-491A-AFB5-5A60C18B140B},12700.7929164363,2888607.75822415
6200,E05012673,Penn Hill, ,404589,91440,-1.93634,50.722549,{9BF8315C-C3A0-4A46-9045-F6C95202E1C6},11899.4788180288,2536663.02124923
6201,E05012674,Poole Town, ,401596,91138,-1.97874,50.719849,{A39D6323-9CDC-4610-A92A-43C054B6BBEF},15380.0205207,3211221.06253319
6202,E05012675,Queen's Park, ,410542,93347,-1.8519599,50.73962,{174D806C-243F-4F8F-86DA-BB31F07FE17C},7536.78333962936,2639737.66854679
6203,E05012676,Redhill & Northbourne, ,408162,95735,-1.88563,50.761139,{EE74ED85-85EE-44C5-B45D-92249CD6DBEA},7459.73922626615,2490015.98273948
6204,E05012677,Talbot & Branksome Woods, ,407669,92570,-1.8926899,50.732681,{F1D51B3A-F5A1-4040-B34E-741F7BF87702},11747.088136608,4727115.96451175
6205,E05012678,Wallisdown & Winton West, ,407304,94238,-1.89782,50.747688,{965ED193-BA38-40B3-BC8F-9A41AD153102},8692.73451997248,2392237.14877563
6206,E05012679,West Southbourne, ,413671,92043,-1.80766,50.727829,{DD96C156-2AB4-4CE4-A499-6382DB3CC21E},6661.270053863,1691940.41479367
6207,E05012680,Westbourne & West Cliff, ,407511,90784,-1.89496,50.716621,{BA4002D8-7A0E-4549-966F-21FD0DF28B0B},6984.40124239969,1982593.4011457
6208,E05012681,Winton East, ,409086,93669,-1.8725801,50.742538,{BE044248-E88C-4B18-816D-9B4CCF07DF86},5021.29154951378,1351421.83602264
6209,E05012682,Beacon, ,386885,116981,-2.1880701,50.952099,{14BC12D8-F6F2-4608-B143-32DC0F3B8467},72235.1457656381,107161327.19908
6210,E05012683,Beaminster, ,348289,103678,-2.73561,50.830299,{5D02B92E-8A6E-48CE-9B61-0C56E341526A},38417.8341752844,37819844.8300113
6211,E05012684,Blackmore Vale, ,377298,109350,-2.32407,50.883179,{6B6A3FA9-F702-4DC7-A32B-E3ACBA30062B},67948.4823567777,85363958.4631625
6212,E05012685,Blandford, ,388989,107398,-2.15783,50.865971,{1A2927C7-B9F2-4C06-B42F-D65770C72FE6},9262.91101081676,4092405.07492075
6213,E05012686,Bridport, ,346117,93724,-2.7649901,50.740601,{F7266922-3108-466A-ABB9-6E0737DBA8D1},34337.5123973086,28653515.948057
6214,E05012687,Chalk Valleys, ,369523,101929,-2.43398,50.81609,{4E5485E3-DDF6-45C0-8DD3-F417B8ACA0D4},79945.4074076141,161759053.909433
6215,E05012688,Charminster St Mary's, ,366231,93931,-2.47997,50.74398,{5E18DB16-45DF-4C3E-9399-F0B0295EE5D8},41548.246668578,62193851.8214804
6216,E05012689,Chesil Bank, ,359220,86167,-2.57847,50.67371,{BE0B9540-D912-4E7A-8A2C-EE5B0F4A414A},83829.7253290625,110507393.707308
6217,E05012690,Chickerell, ,364851,81736,-2.4983599,50.634239,{93DEEE60-80F0-4670-BD8B-39D8DE890D67},28995.6908252734,15681140.9747617
6218,E05012691,Colehill & Wimborne Minster East, ,403166,100704,-1.9564199,50.80587,{0D29A107-23B4-46A9-BA0E-F6C4804C70DC},19360.702495302,10439278.4281981
6219,E05012692,Corfe Mullen, ,398321,96578,-2.0251601,50.768768,{1E36D2E2-4A3D-4886-8632-12C1E5869F4D},17316.3464300282,12261026.640834
6220,E05012693,Cranborne & Alderholt, ,407155,112941,-1.89958,50.915878,{DA8552A8-5307-46FE-A81C-04931FE90CA4},56045.5806426689,74936278.7980295
6221,E05012694,Cranborne Chase, ,397444,112257,-2.03771,50.90976,{12D96399-4008-479C-B369-7CCE8A064FEB},77045.4044113515,119470262.174777
6222,E05012695,Crossways, ,375069,85118,-2.35411,50.66518,{9770FB7F-DA40-4869-8F8E-BC73F649C74D},32565.1412797967,39375492.7824301
6223,E05012696,Dorchester East, ,369939,90064,-2.4270999,50.709412,{E6ED9E1A-7CC1-451D-BA4F-206A5D02D14F},9336.40633085351,2549463.57560583
6224,E05012697,Dorchester Poundbury, ,367402,90588,-2.4630699,50.713989,{DC37A957-35E5-4B4A-ADD3-A6BC8322392C},6737.18666221609,1884234.77626952
6225,E05012698,Dorchester West, ,368703,90389,-2.4446299,50.712269,{381CB45E-194E-404E-B002-49DCC2CCF493},8399.8406796794,2683077.52147908
6226,E05012699,Eggardon, ,352790,98151,-2.671,50.780991,{21476C17-BCF6-44F1-B66D-ECFA68AD701E},72106.9791447905,143648554.760944
6227,E05012700,Ferndown North, ,406839,101004,-1.90429,50.80854,{CE79AE19-10DF-401F-A283-317779DBF842},16641.6486517776,9731049.6970391
6228,E05012701,Ferndown South, ,406325,99301,-1.91162,50.793228,{45ABCEF2-F64D-4B4F-9CDE-2DFF48EF486F},20816.1433803911,8984319.25317573
6229,E05012702,Gillingham, ,381337,125978,-2.26752,51.032848,{4136A77D-DA55-4DF7-B1C8-65139590213E},47404.4595755259,86036351.1060297
6230,E05012703,Hill Forts & Upper Tarrants, ,390797,111020,-2.13223,50.898571,{DDAD565D-31CD-4057-B1D9-CCC83C7270B5},64604.244669425,77962483.1657277
6231,E05012704,Littlemoor & Preston, ,369566,82857,-2.4317801,50.644581,{361A1C53-7EF9-4016-B6D2-A12D95629AAE},16796.2639545737,8505169.25094933
6232,E05012705,Lyme & Charmouth, ,335109,93384,-2.9209199,50.736408,{E102FBC9-FE73-4187-8C2B-2206864EE7F8},17539.3651744424,6979625.51651953
6233,E05012706,Lytchett Matravers & Upton, ,392830,95558,-2.1030099,50.75956,{93CFF94A-C74A-49F6-BD36-54E1576CDF5F},48458.6995721555,43225435.3787104
6234,E05012707,Marshwood Vale, ,339665,99082,-2.8573,50.788139,{7323C61A-15EC-4FD7-A5E1-656E794BD9BE},83804.1167194805,131658516.414579
6235,E05012708,Melcombe Regis, ,368168,80124,-2.4513199,50.61993,{F9D914D4-BDB0-40E7-97A1-E9013FEED381},7238.12109739114,879147.451600212
6236,E05012709,Portland, ,369301,72953,-2.43471,50.555511,{BB9554A2-7919-432D-9DCC-0A4C6964FFF1},33799.4138542243,12140720.5078279
6237,E05012710,Puddletown & Lower Winterborne, ,384545,98017,-2.2205801,50.781509,{D530AB9B-BA5D-4A93-8E9A-DCA4D4258AA7},87056.4498275489,102033850.439973
6238,E05012711,Radipole, ,367490,80832,-2.4609599,50.626259,{E30EF024-F97C-49F9-A941-BEE68575E85C},13379.8055579944,4491593.63390694
6239,E05012712,Rodwell & Wyke, ,366657,77587,-2.47245,50.597031,{AD24E75A-422D-404E-BCF4-E3D941A102FD},15115.1089016124,3821962.33667962
6240,E05012713,St Leonards & St Ives, ,412168,103115,-1.82859,50.827431,{8FB62AEA-A203-40D2-A291-F2B867BBE1B6},29994.1985481285,24853972.4064465
6241,E05012714,Shaftesbury Town, ,386029,123143,-2.20049,51.007488,{4F3B3427-A612-45DF-BA5A-E85FA24F21C4},11902.832116843,4499304.83862061
6242,E05012715,Sherborne East, ,363934,117382,-2.5148399,50.95472,{548CC984-2212-47B9-A3C3-1B8D153B56ED},9832.86109711786,3074745.67087868
6243,E05012716,Sherborne Rural, ,363174,114688,-2.5253799,50.93045,{E242DA1F-C0AA-4843-9D0A-6FD2980A8D95},100433.438307387,109417660.639557
6244,E05012717,Sherborne West, ,363076,116245,-2.5269401,50.944439,{7260D886-648C-473A-8CAF-62E14E3B0368},10413.0358286581,3610865.49394628
6245,E05012718,South East Purbeck, ,395383,82869,-2.0666499,50.64547,{E10E399C-8927-44C2-B835-5AE06E6EBE90},146812.852694031,142086336.030571
6246,E05012719,Stalbridge & Marnhull, ,373554,117088,-2.3778601,50.952599,{BF6F6806-B56E-4873-B0C3-96444644F6B4},47196.042836828,47386599.7113361
6247,E05012720,Stour & Allen Vale, ,396179,102189,-2.0555999,50.819221,{E97F7E70-1775-4476-B1BC-883A5EB3B79A},81663.3594729144,99827190.2253996
6248,E05012721,Sturminster Newton, ,377638,114322,-2.31955,50.927898,{D353B201-271B-42FE-80F9-421F5A7B4248},27437.4720796798,22718081.026877
6249,E05012722,Swanage, ,402323,79081,-1.96852,50.61142,{5EC99C42-3A83-4228-855A-BF204FA2060B},18882.274020493,11192824.0475948
6250,E05012723,Upwey & Broadwey, ,366406,84880,-2.47666,50.662601,{30153802-B64E-4911-9F14-24F931548A1E},16094.5103834834,7712050.87466658
6251,E05012724,Verwood, ,409174,108503,-1.87097,50.875938,{619F8002-9098-44BF-ACB3-88E627F99B00},17647.1078672262,10376890.1538759
6252,E05012725,Wareham, ,390693,88422,-2.1331201,50.695351,{AC5D412D-8173-4231-AE6E-17606D4BC7A8},123744.092107166,60906866.9457155
6253,E05012726,West Moors & Three Legged Cross, ,408681,104441,-1.87807,50.83942,{41E720F8-C72D-4128-8184-8E38BD96E0B2},18986.8991544215,14340212.4739281
6254,E05012727,West Parley, ,408538,97950,-1.88025,50.781052,{D22F30FB-0C8D-475B-931E-6ECF0FDB4B96},11220.096237573,4927372.35059175
6255,E05012728,West Purbeck, ,383251,88610,-2.2385001,50.69688,{DFD3C3E0-3391-45C3-8FB4-13AB844A7842},77543.3353067451,146723995.588777
6256,E05012729,Westham, ,366774,79157,-2.4709401,50.61116,{25D19B5B-3878-41A6-9073-15729C35CB5E},9769.96731132368,2427263.17042986
6257,E05012730,Wimborne Minster, ,401202,100207,-1.9843,50.801411,{81E69D47-D626-43C5-AA23-2CA0EDBA51B0},11306.7455370554,3090052.47279782
6258,E05012731,Winterborne & Broadmayne, ,367527,88189,-2.4610901,50.692421,{0AB74CED-CC86-4E41-AE64-F611A3520B30},65195.6650565227,79318439.042838
6259,E05012732,Winterborne North, ,384983,104705,-2.2146399,50.84166,{F1505CAD-4237-4AC1-9985-DAB85FAED55A},45785.5789499635,54693351.2986066
6260,E05012733,Yetminster, ,357781,107666,-2.60131,50.866928,{2413C912-FB5A-4AD0-8D70-FE684178B427},77704.5431068025,120842127.087057
6261,E05012734,Aldeburgh & Leiston, ,641561,261759,1.53363,52.201099,{CCDAF3C9-00AF-4E44-8175-AF95AA6A7162},78439.7958516258,92002468.0366587
6262,E05012735,Beccles & Worlingham, ,645677,290363,1.614614,52.45594,{882C4C7C-E8E2-485E-9C34-CCC1A4BF6390},27732.0161900028,24419766.1240461
6263,E05012736,Bungay & Wainford, ,637731,285532,1.494467,52.4161,{3789C849-0EE4-4A18-9409-4B57F704669C},74978.9638521352,130246637.579749
6264,E05012737,Carlford & Fynn Valley, ,622425,251586,1.2474411,52.117828,{32084B2E-47C5-45A9-BBBF-87ED06147594},53759.4304328906,96267317.2017191
6265,E05012738,Carlton & Whitton, ,652245,291530,1.711948,52.463421,{7349ED00-41D0-48D9-B94B-E333EADFD7EC},10820.1143108425,3242839.65999211
6266,E05012739,Carlton Colville, ,650009,291454,1.679049,52.46376,{C12C1A9C-97AC-4574-9F12-3F35B7D8F780},35770.6243828813,21062371.3758595
6267,E05012740,Deben, ,633773,244757,1.408208,52.051868,{E6A25E6C-D9CC-4D88-90CF-08681A8E75A1},103178.303202504,108750856.170941
6268,E05012741,Eastern Felixstowe, ,630557,236043,1.355528,51.974998,{4C036479-1B78-43BB-9EC3-EAD334396BC0},25891.3559381474,10693865.5649496
6269,E05012742,Framlingham, ,629305,264100,1.3562011,52.227341,{32F7C3A3-1416-47DB-AB73-4F6507AB7CF2},72233.0744994959,133502918.927589
6270,E05012743,Gunton & St Margarets, ,654067,295453,1.741696,52.497768,{158F7289-871A-449D-97A7-26F9CB7854A0},10297.5267983891,4239076.03547288
6271,E05012744,Halesworth & Blything, ,639795,279254,1.520269,52.35886,{00781A17-1FFE-4B44-B1EB-8701703A6F67},52885.8488911116,64596629.2827755
