OBJECTID,PCON20CD,PCON20NM,BNG_E,BNG_N,LONG,LAT,SHAPE_Length,SHAPE_Area
573,S14000022,Edinburgh East,328720,672753,-3.1427701,55.942509,28178.4782786595,-25822342.2429076
574,S14000023,Edinburgh North and Leith,324819,675786,-3.2060599,55.969151,30899.0552485685,-20096995.0554521
575,S14000024,Edinburgh South,326643,669657,-3.1751699,55.914379,28949.9444143787,-28649366.6821733
576,S14000025,Edinburgh South West,318312,666474,-3.3074601,55.884449,60330.2583074526,-90360869.7051284
577,S14000026,Edinburgh West,316926,673574,-3.33179,55.947979,69633.8803943493,-98461004.614535
578,S14000027,Na h-Eileanan an Iar,126473,932862,-6.6572199,58.199379,3874620.11298126,-3096880214.16116
579,S14000028,Falkirk,283491,683752,-3.8713,56.032429,108278.311864976,-174504551.953902
580,S14000029,Glasgow Central,257847,663263,-4.2716999,55.841572,44797.5763781894,-20308108.5442911
581,S14000030,Glasgow East,265327,664585,-4.1529999,55.855579,36800.6605120269,-38682829.081147
582,S14000031,Glasgow North,256777,668773,-4.2916799,55.89072,27281.1587273128,-16853271.8558864
583,S14000032,Glasgow North East,261760,668310,-4.2118402,55.88802,31414.2064727572,-27741201.0662431
584,S14000033,Glasgow North West,253174,669166,-4.3494501,55.893162,25448.3393341197,-18059084.0634642
585,S14000034,Glasgow South,258684,660035,-4.25666,55.812832,35276.3352811077,-26723939.8619253
586,S14000035,Glasgow South West,253614,663773,-4.33951,55.844879,33862.8258513877,-26317037.0272498
587,S14000036,Glenrothes,328253,698904,-3.1572599,56.177341,84946.7789825436,-177075959.639001
588,S14000037,Gordon,370510,829595,-2.49177,57.355862,353651.532362628,-1516936491.7937
589,S14000038,Inverclyde,227922,670894,-4.75387,55.900299,79292.3993194079,-161948858.627358
590,S14000039,"Inverness, Nairn, Badenoch and Strathspey",263480,814421,-4.26127,57.20015,459213.940712142,-4928042453.69462
591,S14000040,Kilmarnock and Loudoun,255398,633167,-4.2948699,55.570641,217194.169683432,-701807582.19529
592,S14000041,Kirkcaldy and Cowdenbeath,322259,690503,-3.2513299,56.100941,113855.90091464,-148484138.446826
593,S14000042,Lanark and Hamilton East,290722,650833,-3.7420199,55.73851,146750.517546156,-363524594.450091
594,S14000043,Linlithgow and East Falkirk,292934,672000,-3.7151599,55.9291,154987.371327624,-279936205.908825
595,S14000044,Livingston,302051,663045,-3.5660601,55.85062,112290.206673323,-271459689.600509
596,S14000045,Midlothian,330088,659217,-3.1173799,55.82111,126472.829943255,-355271590.95097
597,S14000046,Moray,328015,843590,-3.2020199,57.476799,463278.329997413,-2237554238.44595
598,S14000047,Motherwell and Wishaw,277792,656049,-3.95017,55.782249,47438.0831469797,-58089654.4701023
599,S14000048,North Ayrshire and Arran,195921,636366,-5.2390599,55.578072,300578.86786925,-816949214.349364
600,S14000049,North East Fife,338928,714311,-2.98891,56.31723,223873.018919764,-770961491.553997
601,S14000050,Ochil and South Perthshire,293126,714234,-3.7290201,56.308418,323750.69956041,-1712250793.38577
602,S14000051,Orkney and Shetland,434516,1180307,-1.37344,60.504951,3525594.02034012,-2483583428.30611
603,S14000052,Paisley and Renfrewshire North,243336,668525,-4.5062299,55.8843,91951.9816777881,-123424688.035073
604,S14000053,Paisley and Renfrewshire South,239382,660301,-4.5645099,55.809181,84981.9761343211,-138063005.171978
605,S14000054,Perth and North Perthshire,282163,752466,-3.9234099,56.649101,477537.355756586,-3830715566.33194
606,S14000055,"Ross, Skye and Lochaber",211302,834601,-5.13902,57.36264,3620576.86700046,-12604633003.8198
607,S14000056,Rutherglen and Hamilton West,268594,657784,-4.0975599,55.795422,56647.9550669034,-51387225.252451
608,S14000057,Stirling,255980,708769,-4.3259501,56.249531,374946.624163721,-2252533423.54985
609,S14000058,West Aberdeenshire and Kincardine,342584,792624,-2.9473,57.02113,489516.622774857,-3267074998.48488
610,S14000059,West Dunbartonshire,242904,681586,-4.52074,56.0014,103697.458333468,-177320345.918354
611,W07000041,Ynys Môn,245217,378331,-4.3229799,53.279308,378962.34357174,-715212567.600858
612,W07000042,Delyn,318273,370837,-3.2257099,53.228271,184539.419048116,-284613025.902578
613,W07000043,Alyn and Deeside,330102,362490,-3.04672,53.154949,125776.275815268,-155217282.380899
614,W07000044,Wrexham,336339,353957,-2.9517701,53.079041,70866.586961604,-103166172.840441
615,W07000045,Llanelli,249768,205472,-4.1766701,51.727779,244781.430347612,-234972144.688997
616,W07000046,Gower,256423,192102,-4.0748801,51.60939,284464.749904927,-296144775.267806
617,W07000047,Swansea West,262790,193117,-3.9833801,51.620098,35899.8805796497,-32724334.0456376
618,W07000048,Swansea East,267106,196223,-3.92226,51.649052,41456.2855089203,-48745655.862898
619,W07000049,Aberavon,281995,189115,-3.7047601,51.58849,126526.049753681,-177305753.442867
620,W07000050,Cardiff Central,319313,179182,-3.16395,51.505779,21079.6744792247,-16812345.8284571
621,W07000051,Cardiff North,316056,181631,-3.2114501,51.527321,40860.0493345679,-42657159.3666368
622,W07000052,Rhondda,296949,196169,-3.49106,51.654831,50976.6101628959,-99900579.9886466
623,W07000053,Torfaen,327169,200182,-3.05515,51.695641,81895.446205141,-117603874.673947
624,W07000054,Monmouth,337812,209231,-2.9028001,51.778271,222820.863606547,-830521633.007677
625,W07000055,Newport East,338924,188369,-2.8830299,51.590839,79172.0346869506,-122412329.387123
626,W07000056,Newport West,328762,186183,-3.0292499,51.57,100779.204222503,-96459843.6891682
627,W07000057,Arfon,256909,361596,-4.1402502,53.132271,139641.167749259,-409484457.772443
628,W07000058,Aberconwy,276098,360879,-3.8533299,53.130638,216761.70413059,-604111213.871049
629,W07000059,Clwyd West,297156,361691,-3.53898,53.142422,225154.948699119,-926198954.865138
630,W07000060,Vale of Clwyd,306235,374013,-3.40692,53.254822,126575.514059381,-216381986.400072
631,W07000061,Dwyfor Meirionnydd,273979,326157,-3.8714499,52.818192,584934.563552221,-2138808554.85655
632,W07000062,Clwyd South,327082,342911,-3.08743,52.978569,205365.299865937,-622810288.383061
633,W07000063,Montgomeryshire,301718,304472,-3.4535,52.629089,347426.965179639,-2181356242.54816
634,W07000064,Ceredigion,267127,268437,-3.94993,52.297951,382134.853435057,-1788379277.53356
635,W07000065,Preseli Pembrokeshire,193261,226432,-5.00632,51.897991,515058.569092726,-1180255078.68174
636,W07000066,Carmarthen West and South Pembrokeshire,216123,213331,-4.66747,51.788342,454157.429737098,-1018456698.08326
637,W07000067,Carmarthen East and Dinefwr,262869,228244,-3.99613,51.93576,320481.097132329,-1555764471.43594
638,W07000068,Brecon and Radnorshire,305328,248413,-3.38434,52.125889,362766.793941686,-3014831337.83428
639,W07000069,Neath,280613,203826,-3.7297299,51.720409,117062.676980465,-264966877.323657
640,W07000070,Cynon Valley,297160,203213,-3.4900899,51.718182,86570.9343420591,-182363753.02802
641,W07000071,Merthyr Tydfil and Rhymney,307976,203618,-3.3336799,51.723701,74876.3696326764,-161919620.555265
642,W07000072,Blaenau Gwent,318236,206771,-3.18592,51.753639,65601.7710712481,-108728050.001396
643,W07000073,Bridgend,287211,179698,-3.6264801,51.504921,63060.103428046,-84731930.2504553
644,W07000074,Ogmore,291741,187410,-3.5636101,51.57513,82258.5591020857,-202907613.098439
645,W07000075,Pontypridd,307034,185796,-3.3425701,51.563351,73150.0316918027,-105032047.683905
646,W07000076,Caerphilly,316860,188276,-3.2014401,51.587181,72271.9893517431,-114555896.617575
647,W07000077,Islwyn,320517,196276,-3.15048,51.659618,65356.3196477384,-111992747.928301
648,W07000078,Vale of Glamorgan,302293,173080,-3.4074199,51.448238,104941.222994891,-315206922.566858
649,W07000079,Cardiff West,312437,178939,-3.2629399,51.502571,40532.8014588178,-50980166.6070971
650,W07000080,Cardiff South and Penarth,317947,171807,-3.18191,51.439289,70490.6258089377,-47908233.9243403
